,USstate,year,month,nTweets_x,nTweets_y
4582,la,2013,11,95638.0,2.0
4583,la,2013,12,100670.0,2.0
4584,la,2014,1,87464.0,2.5
4585,la,2014,2,74258.0,3.0
4586,la,2014,3,81151.0,3.0
4587,la,2014,4,88044.0,3.0
4588,la,2014,5,92884.0,3.0
4589,la,2014,6,101239.0,4.0
4590,la,2014,7,83215.0,1.0
4591,la,2014,8,79394.0,1.5
4592,la,2014,9,75573.0,2.0
4593,la,2014,10,67254.0,1.0
4594,la,2014,11,73807.0,2.0
4595,la,2014,12,80360.0,3.0
4596,la,2015,1,74396.0,2.75
4597,la,2015,2,68432.0,2.5
4598,la,2015,3,62468.0,2.25
4599,la,2015,4,56504.0,2.0
4600,la,2015,5,74929.0,1.0
4601,la,2015,6,73965.0,1.0
4602,la,2015,7,70812.66666666667,1.3333333333333333
4603,la,2015,8,67660.33333333333,1.6666666666666665
4604,la,2015,9,64508.0,2.0
4605,la,2015,10,66153.5,2.0
4606,la,2015,11,67799.0,2.0
4607,la,2015,12,61240.0,1.0
4608,la,2016,1,110807.0,1.0
4609,la,2016,2,85939.0,3.0
4610,la,2016,3,81225.0,1.0
4611,la,2016,4,96462.0,1.5
4612,la,2016,5,111699.0,2.0
4613,la,2016,6,91052.0,3.0
4614,la,2016,7,41185.0,1.0
4615,la,2016,8,94430.0,2.0
4616,la,2016,9,85526.5,1.5
4617,la,2016,10,76623.0,1.0
4618,la,2016,11,101004.0,1.0
4619,la,2016,12,99163.33333333333,1.6666666666666665
4620,la,2017,1,97322.66666666667,2.333333333333333
4621,la,2017,2,95482.0,3.0
4622,la,2017,3,116668.0,1.0
4623,la,2017,4,92315.0,3.0
4624,la,2017,5,117794.0,3.0
4625,la,2017,6,109407.0,3.0
4626,la,2017,7,108609.85714285714,2.7142857142857144
4627,la,2017,8,107812.71428571429,2.428571428571429
4628,la,2017,9,107015.57142857143,2.142857142857143
4629,la,2017,10,106218.42857142857,1.8571428571428572
4630,la,2017,11,105421.28571428571,1.5714285714285716
4631,la,2017,12,104624.14285714286,1.2857142857142858
4632,la,2018,1,103827.0,1.0
4633,la,2018,2,81017.0,1.0
4634,la,2018,3,56640.0,5.0
4635,la,2018,4,69354.0,1.0
4636,la,2018,5,61793.0,1.0
4637,la,2018,6,54232.0,1.0
4638,la,2018,7,83931.0,2.0
4639,la,2018,8,106420.0,8.0
4640,la,2018,9,107204.0,3.0
4641,la,2018,10,108468.0,1.0
4642,la,2018,11,99102.66666666667,2.333333333333333
4643,la,2018,12,89737.33333333333,3.6666666666666665
4644,la,2019,1,80372.0,5.0
4645,la,2019,2,83915.0,1.0
4646,la,2019,3,78272.0,1.0
4647,la,2019,4,94938.0,10.0
4648,la,2019,5,101360.33333333333,8.333333333333334
4649,la,2019,6,107782.66666666667,6.666666666666666
4650,la,2019,7,114205.0,5.0
4651,la,2019,8,103329.0,1.0
4652,la,2019,9,81024.0,1.0
4653,la,2019,10,58719.0,1.0
4654,la,2019,11,36414.0,1.0
4655,la,2019,12,42697.0,1.2
4656,la,2020,1,48980.0,1.4
4657,la,2020,2,55263.0,1.6
4658,la,2020,3,61546.0,1.8
4659,la,2020,4,67829.0,2.0
4660,la,2020,5,79590.0,1.0
4661,la,2020,6,96918.33333333333,1.0
4662,la,2020,7,114246.66666666666,1.0
4663,la,2020,8,131575.0,1.0
4664,la,2020,9,121022.0,3.0
4665,la,2020,10,126462.5,2.0
4666,la,2020,11,131903.0,1.0
4667,la,2020,12,96826.5,1.0
4668,la,2021,1,61750.0,1.0
4669,la,2021,2,49603.0,1.0
4670,la,2021,3,63072.333333333336,1.0
4671,la,2021,4,76541.66666666667,1.0
4672,la,2021,5,90011.0,1.0
4673,la,2021,6,75462.33333333333,1.0
4674,la,2021,7,60913.66666666667,1.0
4675,la,2021,8,46365.0,1.0
4676,la,2021,9,96108.0,1.0
4677,la,2021,10,96108.0,1.0
4678,la,2021,11,96108.0,1.0
4679,la,2021,12,96108.0,1.0
4680,ks,2012,1,21233.0,1.0
4681,ks,2012,2,21233.0,1.0
4682,ks,2012,3,31490.0,1.0
4683,ks,2012,4,23203.0,5.0
4684,ks,2012,5,29084.0,3.5
4685,ks,2012,6,34965.0,2.0
4686,ks,2012,7,49561.0,2.0
4687,ks,2012,8,48660.0,3.0
4688,ks,2012,9,50834.0,3.0
4689,ks,2012,10,53008.0,3.0
4690,ks,2012,11,53434.0,2.0
4691,ks,2012,12,44574.0,3.0
4692,ks,2013,1,50668.0,4.0
4693,ks,2013,2,41346.0,1.0
4694,ks,2013,3,59112.0,1.0
4695,ks,2013,4,40704.0,2.0
4696,ks,2013,5,44262.5,1.5
4697,ks,2013,6,47821.0,1.0
4698,ks,2013,7,50209.0,1.0
4699,ks,2013,8,52830.0,2.0
4700,ks,2013,9,46876.0,4.0
4701,ks,2013,10,12675.0,1.0
4702,ks,2013,11,49597.0,2.0
4703,ks,2013,12,49068.0,2.0
4704,ks,2014,1,43341.0,2.0
4705,ks,2014,2,37614.0,2.0
4706,ks,2014,3,39253.0,1.0
4707,ks,2014,4,38937.5,1.0
4708,ks,2014,5,38622.0,1.0
4709,ks,2014,6,35785.0,1.0
4710,ks,2014,7,32948.0,1.0
4711,ks,2014,8,32878.2,1.0
4712,ks,2014,9,32808.4,1.0
4713,ks,2014,10,32738.6,1.0
4714,ks,2014,11,32668.8,1.0
4715,ks,2014,12,32599.0,1.0
4716,ks,2015,1,32306.6,1.0
4717,ks,2015,2,32014.2,1.0
4718,ks,2015,3,31721.8,1.0
4719,ks,2015,4,31429.4,1.0
4720,ks,2015,5,31137.0,1.0
4721,ks,2015,6,33998.5,1.0
4722,ks,2015,7,36860.0,1.0
4723,ks,2015,8,20126.0,1.0
4724,ks,2015,9,25609.0,2.0
4725,ks,2015,10,26129.0,1.5
4726,ks,2015,11,26649.0,1.0
4727,ks,2015,12,28334.0,1.0
4728,ks,2016,1,30019.0,1.0
4729,ks,2016,2,31704.0,1.0
4730,ks,2016,3,29753.0,1.0
4731,ks,2016,4,36291.0,1.0
4732,ks,2016,5,36288.0,1.0
4733,ks,2016,6,33470.333333333336,1.0
4734,ks,2016,7,30652.666666666668,1.0
4735,ks,2016,8,27835.0,1.0
4736,ks,2016,9,39146.0,1.0
4737,ks,2016,10,26124.0,1.0
4738,ks,2016,11,27989.25,1.0
4739,ks,2016,12,29854.5,1.0
4740,ks,2017,1,31719.75,1.0
4741,ks,2017,2,33585.0,1.0
4742,ks,2017,3,31805.5,1.5
4743,ks,2017,4,30026.0,2.0
4744,ks,2017,5,29712.8,1.9
4745,ks,2017,6,29399.6,1.8
4746,ks,2017,7,29086.4,1.7
4747,ks,2017,8,28773.2,1.6
4748,ks,2017,9,28460.0,1.5
4749,ks,2017,10,28146.8,1.4
4750,ks,2017,11,27833.6,1.2999999999999998
4751,ks,2017,12,27520.4,1.2
4752,ks,2018,1,27207.2,1.1
4753,ks,2018,2,26894.0,1.0
4754,ks,2018,3,17837.0,1.0
4755,ks,2018,4,20920.0,1.0
4756,ks,2018,5,22540.5,1.0
4757,ks,2018,6,24161.0,1.0
4758,ks,2018,7,25781.5,1.0
4759,ks,2018,8,27402.0,1.0
4760,ks,2018,9,29022.5,1.0
4761,ks,2018,10,30643.0,1.0
4762,ks,2018,11,27403.0,1.6666666666666665
4763,ks,2018,12,24163.0,2.333333333333333
4764,ks,2019,1,20923.0,3.0
4765,ks,2019,2,20923.0,3.0
4766,ks,2019,3,20923.0,3.0
4767,ks,2019,4,20923.0,3.0
4768,ks,2019,5,20923.0,3.0
4769,ks,2019,6,20923.0,3.0
4770,ks,2019,7,20923.0,3.0
4771,ks,2019,8,20923.0,3.0
4772,ks,2019,9,20923.0,3.0
4773,ks,2019,10,20923.0,3.0
4774,ks,2019,11,20923.0,3.0
4775,ks,2019,12,20923.0,3.0
4776,ks,2020,1,20923.0,3.0
4777,ks,2020,2,20923.0,3.0
4778,ks,2020,3,20923.0,3.0
4779,ks,2020,4,20923.0,3.0
4780,ks,2020,5,20923.0,3.0
4781,ks,2020,6,20923.0,3.0
4782,ks,2020,7,20923.0,3.0
4783,ks,2020,8,20923.0,3.0
4784,ks,2020,9,20923.0,3.0
4785,ks,2020,10,20923.0,3.0
4786,ks,2020,11,20923.0,3.0
4787,ks,2020,12,20923.0,3.0
4788,ks,2021,1,20923.0,3.0
4789,ks,2021,2,20923.0,3.0
4790,ks,2021,3,20923.0,3.0
4791,ks,2021,4,20923.0,3.0
4792,ks,2021,5,20923.0,3.0
4793,ks,2021,6,20923.0,3.0
4794,ks,2021,7,20923.0,3.0
4795,ks,2021,8,20923.0,3.0
4796,ks,2021,9,20923.0,3.0
4797,ks,2021,10,20923.0,3.0
4798,ks,2021,11,20923.0,3.0
4799,ks,2021,12,20923.0,3.0
4800,pa,2012,1,150424.0,4.0
4801,pa,2012,2,150424.0,4.0
4802,pa,2012,3,200203.0,5.0
4803,pa,2012,4,144094.0,12.0
4804,pa,2012,5,91139.0,5.0
4805,pa,2012,6,190385.0,10.0
4806,pa,2012,7,264828.0,2.0
4807,pa,2012,8,264468.0,9.0
4808,pa,2012,9,195929.0,13.0
4809,pa,2012,10,261773.0,11.0
4810,pa,2012,11,256184.0,9.0
4811,pa,2012,12,215105.0,3.0
4812,pa,2013,1,242240.0,14.0
4813,pa,2013,2,182510.0,10.0
4814,pa,2013,3,253284.0,9.0
4815,pa,2013,4,175324.0,1.0
4816,pa,2013,5,218369.0,7.0
4817,pa,2013,6,209415.0,4.0
4818,pa,2013,7,216603.0,9.0
4819,pa,2013,8,227437.0,6.0
4820,pa,2013,9,196886.0,8.0
4821,pa,2013,10,52014.0,2.0
4822,pa,2013,11,201170.0,10.0
4823,pa,2013,12,208799.0,5.0
4824,pa,2014,1,185014.5,5.0
4825,pa,2014,2,161230.0,5.0
4826,pa,2014,3,163828.0,6.0
4827,pa,2014,4,180392.0,4.0
4828,pa,2014,5,178667.0,7.0
4829,pa,2014,6,181806.0,1.0
4830,pa,2014,7,150824.0,2.0
4831,pa,2014,8,43779.0,1.0
4832,pa,2014,9,155383.0,6.0
4833,pa,2014,10,158137.5,4.5
4834,pa,2014,11,160892.0,3.0
4835,pa,2014,12,161075.0,1.0
4836,pa,2015,1,150917.0,1.5
4837,pa,2015,2,140759.0,2.0
4838,pa,2015,3,130601.0,2.5
4839,pa,2015,4,120443.0,3.0
4840,pa,2015,5,148740.0,5.0
4841,pa,2015,6,143076.0,4.0
4842,pa,2015,7,169169.0,3.0
4843,pa,2015,8,97853.0,1.0
4844,pa,2015,9,119659.0,4.0
4845,pa,2015,10,146339.0,1.0
4846,pa,2015,11,125536.5,1.0
4847,pa,2015,12,104734.0,1.0
4848,pa,2016,1,193538.0,5.0
4849,pa,2016,2,143988.0,1.0
4850,pa,2016,3,131056.0,3.0
4851,pa,2016,4,177324.0,1.0
4852,pa,2016,5,179895.0,3.0
4853,pa,2016,6,137091.0,3.0
4854,pa,2016,7,59267.0,2.0
4855,pa,2016,8,139859.0,3.0
4856,pa,2016,9,185375.0,4.0
4857,pa,2016,10,128730.0,4.0
4858,pa,2016,11,165425.0,5.0
4859,pa,2016,12,179540.0,4.0
4860,pa,2017,1,202648.0,3.0
4861,pa,2017,2,165872.0,4.0
4862,pa,2017,3,192382.0,3.0
4863,pa,2017,4,156232.0,4.0
4864,pa,2017,5,185092.0,1.0
4865,pa,2017,6,168196.0,2.0
4866,pa,2017,7,134596.2,1.8
4867,pa,2017,8,100996.4,1.6
4868,pa,2017,9,67396.59999999999,1.4
4869,pa,2017,10,33796.79999999999,1.2
4870,pa,2017,11,197.0,1.0
4871,pa,2017,12,92564.0,1.5
4872,pa,2018,1,184931.0,2.0
4873,pa,2018,2,149581.0,1.0
4874,pa,2018,3,97252.0,3.0
4875,pa,2018,4,121085.0,6.0
4876,pa,2018,5,125055.0,4.666666666666667
4877,pa,2018,6,129025.0,3.3333333333333335
4878,pa,2018,7,132995.0,2.0
4879,pa,2018,8,170196.0,6.0
4880,pa,2018,9,172237.0,5.0
4881,pa,2018,10,160424.0,4.5
4882,pa,2018,11,148611.0,4.0
4883,pa,2018,12,136798.0,3.5
4884,pa,2019,1,124985.0,3.0
4885,pa,2019,2,135832.0,3.0
4886,pa,2019,3,128616.0,1.0
4887,pa,2019,4,156384.0,2.0
4888,pa,2019,5,157052.0,1.0
4889,pa,2019,6,123650.0,3.0
4890,pa,2019,7,165984.0,3.0
4891,pa,2019,8,165705.0,2.0
4892,pa,2019,9,159683.22222222222,1.8888888888888888
4893,pa,2019,10,153661.44444444444,1.7777777777777777
4894,pa,2019,11,147639.66666666666,1.6666666666666667
4895,pa,2019,12,141617.88888888888,1.5555555555555556
4896,pa,2020,1,135596.11111111112,1.4444444444444444
4897,pa,2020,2,129574.33333333334,1.3333333333333335
4898,pa,2020,3,123552.55555555556,1.2222222222222223
4899,pa,2020,4,117530.77777777778,1.1111111111111112
4900,pa,2020,5,111509.0,1.0
4901,pa,2020,6,142630.0,1.0
4902,pa,2020,7,173751.0,1.0
4903,pa,2020,8,204872.0,1.0
4904,pa,2020,9,197690.0,1.0
4905,pa,2020,10,209942.0,1.5
4906,pa,2020,11,222194.0,2.0
4907,pa,2020,12,208355.0,1.0
4908,pa,2021,1,107398.0,1.0
4909,pa,2021,2,95948.5,1.5
4910,pa,2021,3,84499.0,2.0
4911,pa,2021,4,83004.4,1.8
4912,pa,2021,5,81509.8,1.6
4913,pa,2021,6,80015.2,1.4
4914,pa,2021,7,78520.6,1.2
4915,pa,2021,8,77026.0,1.0
4916,pa,2021,9,159074.0,1.0
4917,pa,2021,10,119910.0,1.0
4918,pa,2021,11,80746.0,1.0
4919,pa,2021,12,82985.0,1.0
4920,ri,2012,1,8933.0,1.0
4921,ri,2012,2,8933.0,1.0
4922,ri,2012,3,9346.5,1.0
4923,ri,2012,4,9760.0,1.0
4924,ri,2012,5,12416.0,1.3333333333333333
4925,ri,2012,6,15072.0,1.6666666666666665
4926,ri,2012,7,17728.0,2.0
4927,ri,2012,8,17984.5,2.0
4928,ri,2012,9,18241.0,2.0
4929,ri,2012,10,18497.5,2.0
4930,ri,2012,11,18754.0,2.0
4931,ri,2012,12,18275.75,2.0
4932,ri,2013,1,17797.5,2.0
4933,ri,2013,2,17319.25,2.0
4934,ri,2013,3,16841.0,2.0
4935,ri,2013,4,12135.0,1.0
4936,ri,2013,5,14561.0,1.0
4937,ri,2013,6,13638.0,1.0
4938,ri,2013,7,13863.0,2.0
4939,ri,2013,8,13670.0,1.0
4940,ri,2013,9,13203.0,1.0
4941,ri,2013,10,12736.0,1.0
4942,ri,2013,11,12269.0,1.0
4943,ri,2013,12,11905.5,1.1666666666666667
4944,ri,2014,1,11542.0,1.3333333333333333
4945,ri,2014,2,11178.5,1.5
4946,ri,2014,3,10815.0,1.6666666666666665
4947,ri,2014,4,10451.5,1.8333333333333333
4948,ri,2014,5,10088.0,2.0
4949,ri,2014,6,9764.266666666666,1.9333333333333333
4950,ri,2014,7,9440.533333333333,1.8666666666666667
4951,ri,2014,8,9116.8,1.8
4952,ri,2014,9,8793.066666666666,1.7333333333333334
4953,ri,2014,10,8469.333333333334,1.6666666666666667
4954,ri,2014,11,8145.6,1.6
4955,ri,2014,12,7821.866666666667,1.5333333333333332
4956,ri,2015,1,7498.133333333333,1.4666666666666668
4957,ri,2015,2,7174.4,1.4
4958,ri,2015,3,6850.666666666666,1.3333333333333335
4959,ri,2015,4,6526.933333333333,1.2666666666666666
4960,ri,2015,5,6203.2,1.2
4961,ri,2015,6,5879.466666666666,1.1333333333333333
4962,ri,2015,7,5555.733333333334,1.0666666666666667
4963,ri,2015,8,5232.0,1.0
4964,ri,2015,9,5288.25,1.0
4965,ri,2015,10,5344.5,1.0
4966,ri,2015,11,5400.75,1.0
4967,ri,2015,12,5457.0,1.0
4968,ri,2016,1,10542.0,1.0
4969,ri,2016,2,10405.25,1.0
4970,ri,2016,3,10268.5,1.0
4971,ri,2016,4,10131.75,1.0
4972,ri,2016,5,9995.0,1.0
4973,ri,2016,6,9985.0,1.0
4974,ri,2016,7,9975.0,1.0
4975,ri,2016,8,9965.0,1.0
4976,ri,2016,9,9955.0,1.0
4977,ri,2016,10,9980.6,1.0
4978,ri,2016,11,10006.2,1.0
4979,ri,2016,12,10031.8,1.0
4980,ri,2017,1,10057.4,1.0
4981,ri,2017,2,10083.0,1.0
4982,ri,2017,3,12030.0,1.0
4983,ri,2017,4,11666.692307692309,1.0769230769230769
4984,ri,2017,5,11303.384615384615,1.1538461538461537
4985,ri,2017,6,10940.076923076924,1.2307692307692308
4986,ri,2017,7,10576.76923076923,1.3076923076923077
4987,ri,2017,8,10213.461538461539,1.3846153846153846
4988,ri,2017,9,9850.153846153846,1.4615384615384617
4989,ri,2017,10,9486.846153846154,1.5384615384615385
4990,ri,2017,11,9123.538461538461,1.6153846153846154
4991,ri,2017,12,8760.23076923077,1.6923076923076923
4992,ri,2018,1,8396.923076923076,1.7692307692307692
4993,ri,2018,2,8033.615384615385,1.8461538461538463
4994,ri,2018,3,7670.307692307692,1.9230769230769231
4995,ri,2018,4,7307.0,2.0
4996,ri,2018,5,7325.222222222223,1.8888888888888888
4997,ri,2018,6,7343.444444444444,1.7777777777777777
4998,ri,2018,7,7361.666666666667,1.6666666666666667
4999,ri,2018,8,7379.888888888889,1.5555555555555556
5000,ri,2018,9,7398.111111111111,1.4444444444444444
5001,ri,2018,10,7416.333333333333,1.3333333333333335
5002,ri,2018,11,7434.555555555556,1.2222222222222223
5003,ri,2018,12,7452.777777777777,1.1111111111111112
5004,ri,2019,1,7471.0,1.0
5005,ri,2019,2,7937.0,1.0
5006,ri,2019,3,8403.0,1.0
5007,ri,2019,4,8869.0,1.0
5008,ri,2019,5,8099.5,1.0
5009,ri,2019,6,7330.0,1.0
5010,ri,2019,7,7266.277777777777,1.0
5011,ri,2019,8,7202.555555555556,1.0
5012,ri,2019,9,7138.833333333333,1.0
5013,ri,2019,10,7075.111111111111,1.0
5014,ri,2019,11,7011.388888888889,1.0
5015,ri,2019,12,6947.666666666667,1.0
5016,ri,2020,1,6883.944444444444,1.0
5017,ri,2020,2,6820.222222222223,1.0
5018,ri,2020,3,6756.5,1.0
5019,ri,2020,4,6692.777777777777,1.0
5020,ri,2020,5,6629.055555555556,1.0
5021,ri,2020,6,6565.333333333333,1.0
5022,ri,2020,7,6501.611111111111,1.0
5023,ri,2020,8,6437.888888888889,1.0
5024,ri,2020,9,6374.166666666667,1.0
5025,ri,2020,10,6310.444444444444,1.0
5026,ri,2020,11,6246.722222222223,1.0
5027,ri,2020,12,6183.0,1.0
5028,ri,2021,1,6183.0,1.0
5029,ri,2021,2,6183.0,1.0
5030,ri,2021,3,6183.0,1.0
5031,ri,2021,4,6183.0,1.0
5032,ri,2021,5,6183.0,1.0
5033,ri,2021,6,6183.0,1.0
5034,ri,2021,7,6183.0,1.0
5035,ri,2021,8,6183.0,1.0
5036,ri,2021,9,6183.0,1.0
5037,ri,2021,10,6183.0,1.0
5038,ri,2021,11,6183.0,1.0
5039,ri,2021,12,6183.0,1.0
5040,sc,2012,1,71029.0,1.0
5041,sc,2012,2,71029.0,1.0
5042,sc,2012,3,71029.0,1.0
5043,sc,2012,4,52050.0,4.0
5044,sc,2012,5,35538.0,1.0
5045,sc,2012,6,77038.0,3.0
5046,sc,2012,7,112729.0,10.0
5047,sc,2012,8,106508.0,5.0
5048,sc,2012,9,77959.0,2.0
5049,sc,2012,10,104933.0,1.0
5050,sc,2012,11,105249.0,4.0
5051,sc,2012,12,88714.0,1.0
5052,sc,2013,1,95378.0,3.0
5053,sc,2013,2,71993.0,3.0
5054,sc,2013,3,70357.5,2.5
5055,sc,2013,4,68722.0,2.0
5056,sc,2013,5,83600.0,3.0
5057,sc,2013,6,81229.0,3.0
5058,sc,2013,7,84016.0,2.0
5059,sc,2013,8,85117.0,2.0
5060,sc,2013,9,75339.0,4.0
5061,sc,2013,10,19253.0,2.0
5062,sc,2013,11,73428.0,2.0
5063,sc,2013,12,68393.75,2.25
5064,sc,2014,1,63359.5,2.5
5065,sc,2014,2,58325.25,2.75
5066,sc,2014,3,53291.0,3.0
5067,sc,2014,4,58381.0,3.0
5068,sc,2014,5,60089.0,1.0
5069,sc,2014,6,60321.0,1.0
5070,sc,2014,7,49839.0,4.0
5071,sc,2014,8,49814.5,3.0
5072,sc,2014,9,49790.0,2.0
5073,sc,2014,10,49879.0,2.0
5074,sc,2014,11,49968.0,2.0
5075,sc,2014,12,49476.0,1.0
5076,sc,2015,1,48836.666666666664,1.0
5077,sc,2015,2,48197.333333333336,1.0
5078,sc,2015,3,47558.0,1.0
5079,sc,2015,4,46918.666666666664,1.0
5080,sc,2015,5,46279.333333333336,1.0
5081,sc,2015,6,45640.0,1.0
5082,sc,2015,7,51943.0,1.0
5083,sc,2015,8,28489.0,1.0
5084,sc,2015,9,35930.0,2.0
5085,sc,2015,10,48231.0,2.0
5086,sc,2015,11,52613.333333333336,1.6666666666666667
5087,sc,2015,12,56995.666666666664,1.3333333333333335
5088,sc,2016,1,61378.0,1.0
5089,sc,2016,2,51277.5,1.0
5090,sc,2016,3,41177.0,1.0
5091,sc,2016,4,54819.0,1.0
5092,sc,2016,5,55180.0,1.0
5093,sc,2016,6,43611.0,1.0
5094,sc,2016,7,44937.5,1.0
5095,sc,2016,8,46264.0,1.0
5096,sc,2016,9,63671.0,2.0
5097,sc,2016,10,63906.75,1.75
5098,sc,2016,11,64142.5,1.5
5099,sc,2016,12,64378.25,1.25
5100,sc,2017,1,64614.0,1.0
5101,sc,2017,2,51796.0,2.0
5102,sc,2017,3,63540.0,2.0
5103,sc,2017,4,51052.0,4.0
5104,sc,2017,5,50355.9,3.8
5105,sc,2017,6,49659.8,3.6
5106,sc,2017,7,48963.7,3.4
5107,sc,2017,8,48267.6,3.2
5108,sc,2017,9,47571.5,3.0
5109,sc,2017,10,46875.4,2.8
5110,sc,2017,11,46179.3,2.5999999999999996
5111,sc,2017,12,45483.2,2.4
5112,sc,2018,1,44787.1,2.2
5113,sc,2018,2,44091.0,2.0
5114,sc,2018,3,39996.5,1.5
5115,sc,2018,4,35902.0,1.0
5116,sc,2018,5,31512.5,1.5
5117,sc,2018,6,27123.0,2.0
5118,sc,2018,7,40725.0,1.0
5119,sc,2018,8,52900.0,1.0
5120,sc,2018,9,54962.0,1.0
5121,sc,2018,10,55827.0,1.0
5122,sc,2018,11,49724.666666666664,1.0
5123,sc,2018,12,43622.333333333336,1.0
5124,sc,2019,1,37520.0,1.0
5125,sc,2019,2,39478.0,1.3333333333333333
5126,sc,2019,3,41436.0,1.6666666666666665
5127,sc,2019,4,43394.0,2.0
5128,sc,2019,5,45072.666666666664,2.0
5129,sc,2019,6,46751.333333333336,2.0
5130,sc,2019,7,48430.0,2.0
5131,sc,2019,8,47023.0,1.0
5132,sc,2019,9,45040.0,1.0
5133,sc,2019,10,43057.0,1.0
5134,sc,2019,11,41074.0,1.0
5135,sc,2019,12,39091.0,1.0
5136,sc,2020,1,37108.0,1.0
5137,sc,2020,2,35125.0,1.0
5138,sc,2020,3,33142.0,1.0
5139,sc,2020,4,31159.0,1.0
5140,sc,2020,5,39383.25,1.25
5141,sc,2020,6,47607.5,1.5
5142,sc,2020,7,55831.75,1.75
5143,sc,2020,8,64056.0,2.0
5144,sc,2020,9,64056.0,2.0
5145,sc,2020,10,64056.0,2.0
5146,sc,2020,11,64056.0,2.0
5147,sc,2020,12,64056.0,2.0
5148,sc,2021,1,64056.0,2.0
5149,sc,2021,2,64056.0,2.0
5150,sc,2021,3,64056.0,2.0
5151,sc,2021,4,64056.0,2.0
5152,sc,2021,5,64056.0,2.0
5153,sc,2021,6,64056.0,2.0
5154,sc,2021,7,64056.0,2.0
5155,sc,2021,8,64056.0,2.0
5156,sc,2021,9,64056.0,2.0
5157,sc,2021,10,64056.0,2.0
5158,sc,2021,11,64056.0,2.0
5159,sc,2021,12,64056.0,2.0
5160,nv,2012,1,12068.0,1.0
5161,nv,2012,2,43533.0,4.0
5162,nv,2012,3,44797.0,3.0
5163,nv,2012,4,46061.0,2.0
5164,nv,2012,5,31152.0,2.0
5165,nv,2012,6,72240.0,4.0
5166,nv,2012,7,104943.0,6.0
5167,nv,2012,8,107007.0,6.0
5168,nv,2012,9,77489.0,2.0
5169,nv,2012,10,101093.0,3.0
5170,nv,2012,11,99108.0,1.0
5171,nv,2012,12,83003.0,1.0
5172,nv,2013,1,93132.0,2.0
5173,nv,2013,2,69934.0,3.0
5174,nv,2013,3,98551.0,5.0
5175,nv,2013,4,71088.0,3.0
5176,nv,2013,5,87406.0,4.0
5177,nv,2013,6,89686.0,3.0
5178,nv,2013,7,94095.0,2.0
5179,nv,2013,8,96199.0,2.0
5180,nv,2013,9,81680.0,1.0
5181,nv,2013,10,80713.5,1.5
5182,nv,2013,11,79747.0,2.0
5183,nv,2013,12,77887.0,2.0
5184,nv,2014,1,67948.0,1.5
5185,nv,2014,2,58009.0,1.0
5186,nv,2014,3,63660.5,2.0
5187,nv,2014,4,69312.0,3.0
5188,nv,2014,5,73490.5,3.0
5189,nv,2014,6,77669.0,3.0
5190,nv,2014,7,67210.0,3.0
5191,nv,2014,8,19336.0,2.0
5192,nv,2014,9,35524.0,1.6666666666666667
5193,nv,2014,10,51712.0,1.3333333333333335
5194,nv,2014,11,67900.0,1.0
5195,nv,2014,12,68163.0,1.0
5196,nv,2015,1,64794.5,1.25
5197,nv,2015,2,61426.0,1.5
5198,nv,2015,3,58057.5,1.75
5199,nv,2015,4,54689.0,2.0
5200,nv,2015,5,70643.0,1.0
5201,nv,2015,6,63484.0,1.0
5202,nv,2015,7,81190.0,3.0
5203,nv,2015,8,70189.5,3.0
5204,nv,2015,9,59189.0,3.0
5205,nv,2015,10,58968.0,2.0
5206,nv,2015,11,58747.0,1.0
5207,nv,2015,12,52820.0,1.0
5208,nv,2016,1,62268.5,1.0
5209,nv,2016,2,71717.0,1.0
5210,nv,2016,3,66028.0,3.0
5211,nv,2016,4,87228.0,4.0
5212,nv,2016,5,90428.0,1.0
5213,nv,2016,6,70940.0,1.0
5214,nv,2016,7,32414.0,1.0
5215,nv,2016,8,44425.5,1.5
5216,nv,2016,9,56437.0,2.0
5217,nv,2016,10,68448.5,2.5
5218,nv,2016,11,80460.0,3.0
5219,nv,2016,12,91215.0,2.0
5220,nv,2017,1,96972.0,1.0
5221,nv,2017,2,85487.0,2.0
5222,nv,2017,3,103207.0,1.0
5223,nv,2017,4,82275.0,1.0
5224,nv,2017,5,113103.0,2.0
5225,nv,2017,6,95784.0,2.0
5226,nv,2017,7,93238.125,2.0
5227,nv,2017,8,90692.25,2.0
5228,nv,2017,9,88146.375,2.0
5229,nv,2017,10,85600.5,2.0
5230,nv,2017,11,83054.625,2.0
5231,nv,2017,12,80508.75,2.0
5232,nv,2018,1,77962.875,2.0
5233,nv,2018,2,75417.0,2.0
5234,nv,2018,3,50457.0,2.0
5235,nv,2018,4,62371.0,1.0
5236,nv,2018,5,53760.857142857145,1.0
5237,nv,2018,6,45150.71428571429,1.0
5238,nv,2018,7,36540.57142857143,1.0
5239,nv,2018,8,27930.428571428572,1.0
5240,nv,2018,9,19320.285714285717,1.0
5241,nv,2018,10,10710.142857142855,1.0
5242,nv,2018,11,2100.0,1.0
5243,nv,2018,12,33453.5,2.0
5244,nv,2019,1,64807.0,3.0
5245,nv,2019,2,70613.33333333333,4.333333333333333
5246,nv,2019,3,76419.66666666667,5.666666666666666
5247,nv,2019,4,82226.0,7.0
5248,nv,2019,5,75680.5,4.0
5249,nv,2019,6,69135.0,1.0
5250,nv,2019,7,80775.0,2.0
5251,nv,2019,8,92415.0,3.0
5252,nv,2019,9,72052.33333333333,2.3333333333333335
