,USstate,year,month,nTweets_x,nTweets_y
5253,nv,2019,10,51689.666666666664,1.6666666666666667
5254,nv,2019,11,31327.0,1.0
5255,nv,2019,12,38899.583333333336,1.0
5256,nv,2020,1,46472.166666666664,1.0
5257,nv,2020,2,54044.75,1.0
5258,nv,2020,3,61617.33333333333,1.0
5259,nv,2020,4,69189.91666666666,1.0
5260,nv,2020,5,76762.5,1.0
5261,nv,2020,6,84335.08333333333,1.0
5262,nv,2020,7,91907.66666666666,1.0
5263,nv,2020,8,99480.25,1.0
5264,nv,2020,9,107052.83333333333,1.0
5265,nv,2020,10,114625.41666666666,1.0
5266,nv,2020,11,122198.0,1.0
5267,nv,2020,12,122198.0,1.0
5268,nv,2021,1,122198.0,1.0
5269,nv,2021,2,122198.0,1.0
5270,nv,2021,3,122198.0,1.0
5271,nv,2021,4,122198.0,1.0
5272,nv,2021,5,122198.0,1.0
5273,nv,2021,6,122198.0,1.0
5274,nv,2021,7,122198.0,1.0
5275,nv,2021,8,122198.0,1.0
5276,nv,2021,9,122198.0,1.0
5277,nv,2021,10,122198.0,1.0
5278,nv,2021,11,122198.0,1.0
5279,nv,2021,12,122198.0,1.0
5280,hi,2012,1,8104.0,1.0
5281,hi,2012,2,8104.0,1.0
5282,hi,2012,3,8104.0,1.0
5283,hi,2012,4,8104.0,1.0
5284,hi,2012,5,8104.0,1.0
5285,hi,2012,6,8104.0,1.0
5286,hi,2012,7,8104.0,1.0
5287,hi,2012,8,8104.0,1.0
5288,hi,2012,9,8104.0,1.0
5289,hi,2012,10,8104.0,1.0
5290,hi,2012,11,8104.0,1.0
5291,hi,2012,12,8104.0,1.0
5292,hi,2013,1,8104.0,1.0
5293,hi,2013,2,8104.0,1.0
5294,hi,2013,3,8104.0,1.0
5295,hi,2013,4,8104.0,1.0
5296,hi,2013,5,8104.0,1.0
5297,hi,2013,6,8104.0,1.0
5298,hi,2013,7,8104.0,1.0
5299,hi,2013,8,8104.0,1.0
5300,hi,2013,9,8104.0,1.0
5301,hi,2013,10,8104.0,1.0
5302,hi,2013,11,8104.0,1.0
5303,hi,2013,12,7962.4,1.0
5304,hi,2014,1,7820.8,1.0
5305,hi,2014,2,7679.2,1.0
5306,hi,2014,3,7537.6,1.0
5307,hi,2014,4,7396.0,1.0
5308,hi,2014,5,7254.4,1.0
5309,hi,2014,6,7112.8,1.0
5310,hi,2014,7,6971.2,1.0
5311,hi,2014,8,6829.6,1.0
5312,hi,2014,9,6688.0,1.0
5313,hi,2014,10,6680.0,1.0
5314,hi,2014,11,6672.0,1.0
5315,hi,2014,12,6664.0,1.0
5316,hi,2015,1,7211.7692307692305,1.0
5317,hi,2015,2,7759.538461538461,1.0
5318,hi,2015,3,8307.307692307691,1.0
5319,hi,2015,4,8855.076923076922,1.0
5320,hi,2015,5,9402.846153846152,1.0
5321,hi,2015,6,9950.615384615385,1.0
5322,hi,2015,7,10498.384615384615,1.0
5323,hi,2015,8,11046.153846153846,1.0
5324,hi,2015,9,11593.923076923076,1.0
5325,hi,2015,10,12141.692307692307,1.0
5326,hi,2015,11,12689.461538461539,1.0
5327,hi,2015,12,13237.23076923077,1.0
5328,hi,2016,1,13785.0,1.0
5329,hi,2016,2,13959.0,1.0
5330,hi,2016,3,14133.0,1.0
5331,hi,2016,4,14307.0,1.0
5332,hi,2016,5,14481.0,1.0
5333,hi,2016,6,14655.0,1.0
5334,hi,2016,7,15944.666666666666,1.0
5335,hi,2016,8,17234.333333333332,1.0
5336,hi,2016,9,18524.0,1.0
5337,hi,2016,10,17521.0,1.0
5338,hi,2016,11,16518.0,1.0
5339,hi,2016,12,18444.0,2.0
5340,hi,2017,1,19672.0,1.0
5341,hi,2017,2,16457.0,3.0
5342,hi,2017,3,19049.0,1.0
5343,hi,2017,4,17994.666666666668,1.0
5344,hi,2017,5,16940.333333333332,1.0
5345,hi,2017,6,15886.0,1.0
5346,hi,2017,7,15230.333333333334,1.2222222222222223
5347,hi,2017,8,14574.666666666666,1.4444444444444444
5348,hi,2017,9,13919.0,1.6666666666666665
5349,hi,2017,10,13263.333333333334,1.8888888888888888
5350,hi,2017,11,12607.666666666668,2.111111111111111
5351,hi,2017,12,11952.0,2.333333333333333
5352,hi,2018,1,11296.333333333334,2.5555555555555554
5353,hi,2018,2,10640.666666666668,2.7777777777777777
5354,hi,2018,3,9985.0,3.0
5355,hi,2018,4,10073.0,2.6666666666666665
5356,hi,2018,5,10161.0,2.3333333333333335
5357,hi,2018,6,10249.0,2.0
5358,hi,2018,7,13464.0,1.6666666666666667
5359,hi,2018,8,16679.0,1.3333333333333335
5360,hi,2018,9,19894.0,1.0
5361,hi,2018,10,20034.5,1.0
5362,hi,2018,11,20175.0,1.0
5363,hi,2018,12,20315.5,1.0
5364,hi,2019,1,20456.0,1.0
5365,hi,2019,2,20596.5,1.0
5366,hi,2019,3,20737.0,1.0
5367,hi,2019,4,20877.5,1.0
5368,hi,2019,5,21018.0,1.0
5369,hi,2019,6,21158.5,1.0
5370,hi,2019,7,21299.0,1.0
5371,hi,2019,8,21336.4,1.0
5372,hi,2019,9,21373.8,1.0
5373,hi,2019,10,21411.2,1.0
5374,hi,2019,11,21448.6,1.0
5375,hi,2019,12,21486.0,1.0
5376,hi,2020,1,21523.4,1.0
5377,hi,2020,2,21560.8,1.0
5378,hi,2020,3,21598.2,1.0
5379,hi,2020,4,21635.6,1.0
5380,hi,2020,5,21673.0,1.0
5381,hi,2020,6,21710.4,1.0
5382,hi,2020,7,21747.8,1.0
5383,hi,2020,8,21785.2,1.0
5384,hi,2020,9,21822.6,1.0
5385,hi,2020,10,21860.0,1.0
5386,hi,2020,11,18216.25,1.25
5387,hi,2020,12,14572.5,1.5
5388,hi,2021,1,10928.75,1.75
5389,hi,2021,2,7285.0,2.0
5390,hi,2021,3,7285.0,2.0
5391,hi,2021,4,7285.0,2.0
5392,hi,2021,5,7285.0,2.0
5393,hi,2021,6,7285.0,2.0
5394,hi,2021,7,7285.0,2.0
5395,hi,2021,8,7285.0,2.0
5396,hi,2021,9,7285.0,2.0
5397,hi,2021,10,7285.0,2.0
5398,hi,2021,11,7285.0,2.0
5399,hi,2021,12,7285.0,2.0
5400,or,2012,1,31096.0,1.0
5401,or,2012,2,31096.0,1.0
5402,or,2012,3,31096.0,1.0
5403,or,2012,4,31096.0,1.0
5404,or,2012,5,21744.0,1.0
5405,or,2012,6,43885.0,2.0
5406,or,2012,7,60286.0,3.0
5407,or,2012,8,63095.666666666664,4.333333333333333
5408,or,2012,9,65905.33333333333,5.666666666666666
5409,or,2012,10,68715.0,7.0
5410,or,2012,11,68905.0,1.0
5411,or,2012,12,58206.0,2.0
5412,or,2013,1,62022.333333333336,1.6666666666666667
5413,or,2013,2,65838.66666666667,1.3333333333333335
5414,or,2013,3,69655.0,1.0
5415,or,2013,4,50848.0,1.0
5416,or,2013,5,62308.0,3.0
5417,or,2013,6,60095.0,4.0
5418,or,2013,7,62083.0,2.0
5419,or,2013,8,60861.0,2.5
5420,or,2013,9,59639.0,3.0
5421,or,2013,10,16079.0,2.0
5422,or,2013,11,64785.0,2.0
5423,or,2013,12,67060.0,3.0
5424,or,2014,1,61192.5,2.5
5425,or,2014,2,55325.0,2.0
5426,or,2014,3,56577.0,1.0
5427,or,2014,4,70502.0,1.0
5428,or,2014,5,67940.0,2.0
5429,or,2014,6,65431.0,2.0
5430,or,2014,7,40692.0,1.5
5431,or,2014,8,15953.0,1.0
5432,or,2014,9,55337.0,1.0
5433,or,2014,10,58635.5,1.0
5434,or,2014,11,61934.0,1.0
5435,or,2014,12,60904.71428571428,1.0
5436,or,2015,1,59875.42857142857,1.0
5437,or,2015,2,58846.142857142855,1.0
5438,or,2015,3,57816.857142857145,1.0
5439,or,2015,4,56787.57142857143,1.0
5440,or,2015,5,55758.28571428572,1.0
5441,or,2015,6,54729.0,1.0
5442,or,2015,7,45474.5,1.5
5443,or,2015,8,36220.0,2.0
5444,or,2015,9,45671.0,2.0
5445,or,2015,10,46120.0,1.5
5446,or,2015,11,46569.0,1.0
5447,or,2015,12,60872.5,1.0
5448,or,2016,1,75176.0,1.0
5449,or,2016,2,56468.0,1.0
5450,or,2016,3,62956.0,1.0
5451,or,2016,4,69444.0,1.0
5452,or,2016,5,70444.0,1.0
5453,or,2016,6,57609.0,1.0
5454,or,2016,7,56326.0,1.25
5455,or,2016,8,55043.0,1.5
5456,or,2016,9,53760.0,1.75
5457,or,2016,10,52477.0,2.0
5458,or,2016,11,69861.0,1.0
5459,or,2016,12,73297.0,1.0
5460,or,2017,1,85412.0,3.0
5461,or,2017,2,71860.0,3.0
5462,or,2017,3,67639.0,3.5
5463,or,2017,4,63418.0,4.0
5464,or,2017,5,80233.0,1.0
5465,or,2017,6,70254.0,1.0
5466,or,2017,7,70638.0,1.0
5467,or,2017,8,71022.0,1.0
5468,or,2017,9,71406.0,1.0
5469,or,2017,10,71790.0,1.0
5470,or,2017,11,72174.0,1.0
5471,or,2017,12,72558.0,1.0
5472,or,2018,1,72942.0,1.0
5473,or,2018,2,56387.0,1.0
5474,or,2018,3,39832.0,1.0
5475,or,2018,4,47987.0,1.0
5476,or,2018,5,53240.0,2.0
5477,or,2018,6,58493.0,3.0
5478,or,2018,7,63746.0,4.0
5479,or,2018,8,68999.0,5.0
5480,or,2018,9,68843.0,3.0
5481,or,2018,10,63980.0,2.5
5482,or,2018,11,59117.0,2.0
5483,or,2018,12,54254.0,1.5
5484,or,2019,1,49391.0,1.0
5485,or,2019,2,52940.333333333336,1.0
5486,or,2019,3,56489.666666666664,1.0
5487,or,2019,4,60039.0,1.0
5488,or,2019,5,54034.0,1.0
5489,or,2019,6,48029.0,1.0
5490,or,2019,7,67007.0,1.0
5491,or,2019,8,65910.61111111111,1.0
5492,or,2019,9,64814.22222222222,1.0
5493,or,2019,10,63717.833333333336,1.0
5494,or,2019,11,62621.444444444445,1.0
5495,or,2019,12,61525.055555555555,1.0
5496,or,2020,1,60428.666666666664,1.0
5497,or,2020,2,59332.27777777778,1.0
5498,or,2020,3,58235.88888888889,1.0
5499,or,2020,4,57139.5,1.0
5500,or,2020,5,56043.11111111111,1.0
5501,or,2020,6,54946.72222222222,1.0
5502,or,2020,7,53850.33333333333,1.0
5503,or,2020,8,52753.944444444445,1.0
5504,or,2020,9,51657.555555555555,1.0
5505,or,2020,10,50561.16666666667,1.0
5506,or,2020,11,49464.77777777778,1.0
5507,or,2020,12,48368.38888888889,1.0
5508,or,2021,1,47272.0,1.0
5509,or,2021,2,40736.5,1.5
5510,or,2021,3,34201.0,2.0
5511,or,2021,4,47365.0,1.5
5512,or,2021,5,60529.0,1.0
5513,or,2021,6,60529.0,1.0
5514,or,2021,7,60529.0,1.0
5515,or,2021,8,60529.0,1.0
5516,or,2021,9,60529.0,1.0
5517,or,2021,10,60529.0,1.0
5518,or,2021,11,60529.0,1.0
5519,or,2021,12,60529.0,1.0
5520,al,2012,1,51744.0,3.0
5521,al,2012,2,51744.0,3.0
5522,al,2012,3,55089.0,2.0
5523,al,2012,4,38471.0,1.0
5524,al,2012,5,36891.0,1.0
5525,al,2012,6,84414.0,2.0
5526,al,2012,7,120891.0,3.0
5527,al,2012,8,114755.0,3.0
5528,al,2012,9,83099.0,3.0
5529,al,2012,10,107388.0,3.0
5530,al,2012,11,105374.66666666667,3.6666666666666665
5531,al,2012,12,103361.33333333333,4.333333333333333
5532,al,2013,1,101348.0,5.0
5533,al,2013,2,69822.0,1.0
5534,al,2013,3,95346.0,1.0
5535,al,2013,4,80389.0,3.0
5536,al,2013,5,65432.0,5.0
5537,al,2013,6,81042.0,1.0
5538,al,2013,7,83211.0,3.0
5539,al,2013,8,80891.0,3.0
5540,al,2013,9,70542.0,3.0
5541,al,2013,10,18447.0,1.0
5542,al,2013,11,73806.0,3.0
5543,al,2013,12,76523.0,1.0
5544,al,2014,1,68772.0,1.0
5545,al,2014,2,61021.0,1.0
5546,al,2014,3,53270.0,1.0
5547,al,2014,4,62454.0,3.0
5548,al,2014,5,62156.0,2.0
5549,al,2014,6,65605.0,1.0
5550,al,2014,7,52226.0,2.0
5551,al,2014,8,10746.0,1.0
5552,al,2014,9,13633.0,1.0
5553,al,2014,10,16520.0,1.0
5554,al,2014,11,19407.0,1.0
5555,al,2014,12,22294.0,1.0
5556,al,2015,1,25181.0,1.0
5557,al,2015,2,28068.0,1.0
5558,al,2015,3,30955.0,1.0
5559,al,2015,4,33842.0,1.0
5560,al,2015,5,37486.5,1.5
5561,al,2015,6,41131.0,2.0
5562,al,2015,7,50660.0,1.0
5563,al,2015,8,48301.0,1.0
5564,al,2015,9,45942.0,1.0
5565,al,2015,10,43583.0,1.0
5566,al,2015,11,38192.0,1.0
5567,al,2015,12,20988.0,1.0
5568,al,2016,1,66775.0,2.0
5569,al,2016,2,49794.0,1.0
5570,al,2016,3,54932.0,1.5
5571,al,2016,4,60070.0,2.0
5572,al,2016,5,54373.0,2.0
5573,al,2016,6,48676.0,2.0
5574,al,2016,7,49126.0,2.0
5575,al,2016,8,49576.0,2.0
5576,al,2016,9,69500.0,2.0
5577,al,2016,10,56178.5,1.5
5578,al,2016,11,42857.0,1.0
5579,al,2016,12,67094.0,2.0
5580,al,2017,1,70813.0,3.0
5581,al,2017,2,59324.0,1.0
5582,al,2017,3,71721.0,1.0
5583,al,2017,4,54970.0,2.0
5584,al,2017,5,68287.0,2.0
5585,al,2017,6,66212.0,2.0
5586,al,2017,7,64137.0,2.0
5587,al,2017,8,62062.0,2.0
5588,al,2017,9,59987.0,2.0
5589,al,2017,10,57912.0,2.0
5590,al,2017,11,55837.0,2.0
5591,al,2017,12,53762.0,2.0
5592,al,2018,1,51687.0,2.0
5593,al,2018,2,49612.0,2.0
5594,al,2018,3,33656.0,2.0
5595,al,2018,4,40463.0,1.0
5596,al,2018,5,35376.5,1.5
5597,al,2018,6,30290.0,2.0
5598,al,2018,7,44248.5,1.5
5599,al,2018,8,58207.0,1.0
5600,al,2018,9,58873.0,1.0
5601,al,2018,10,59707.0,3.0
5602,al,2018,11,53355.333333333336,3.3333333333333335
5603,al,2018,12,47003.666666666664,3.6666666666666665
5604,al,2019,1,40652.0,4.0
5605,al,2019,2,38222.0,2.0
5606,al,2019,3,43175.5,5.0
5607,al,2019,4,48129.0,8.0
5608,al,2019,5,49801.0,1.0
5609,al,2019,6,49620.38888888889,1.1111111111111112
5610,al,2019,7,49439.77777777778,1.2222222222222223
5611,al,2019,8,49259.166666666664,1.3333333333333333
5612,al,2019,9,49078.555555555555,1.4444444444444444
5613,al,2019,10,48897.944444444445,1.5555555555555556
5614,al,2019,11,48717.333333333336,1.6666666666666665
5615,al,2019,12,48536.72222222222,1.7777777777777777
5616,al,2020,1,48356.11111111111,1.8888888888888888
5617,al,2020,2,48175.5,2.0
5618,al,2020,3,47994.88888888889,2.111111111111111
5619,al,2020,4,47814.27777777778,2.2222222222222223
5620,al,2020,5,47633.666666666664,2.333333333333333
5621,al,2020,6,47453.055555555555,2.4444444444444446
5622,al,2020,7,47272.444444444445,2.5555555555555554
5623,al,2020,8,47091.833333333336,2.6666666666666665
5624,al,2020,9,46911.22222222222,2.7777777777777777
5625,al,2020,10,46730.61111111111,2.888888888888889
5626,al,2020,11,46550.0,3.0
5627,al,2020,12,43809.0,2.0
5628,al,2021,1,43809.0,2.0
5629,al,2021,2,43809.0,2.0
5630,al,2021,3,43809.0,2.0
5631,al,2021,4,43809.0,2.0
5632,al,2021,5,43809.0,2.0
5633,al,2021,6,43809.0,2.0
5634,al,2021,7,43809.0,2.0
5635,al,2021,8,43809.0,2.0
5636,al,2021,9,43809.0,2.0
5637,al,2021,10,43809.0,2.0
5638,al,2021,11,43809.0,2.0
5639,al,2021,12,43809.0,2.0
