,USstate,year,month,nTweets_x,nTweets_y,misogyny_proportion
1379,hi,2016,12,18444.0,2.0,0.00010843634786380394
1380,hi,2017,1,19672.0,1.0,5.0833672224481496e-05
1381,hi,2017,2,16457.0,3.0,0.00018229324907334266
1382,hi,2017,3,19049.0,1.0,5.249619402593312e-05
1383,hi,2017,4,17994.666666666668,1.0,5.598029872407459e-05
1384,hi,2017,5,16940.333333333332,1.0,5.9464403422216076e-05
1385,hi,2017,6,15886.0,1.0,6.294850812035755e-05
1386,hi,2017,7,15230.333333333334,1.2222222222222223,8.933763788632017e-05
1387,hi,2017,8,14574.666666666666,1.4444444444444444,0.00011572676765228277
1388,hi,2017,9,13919.0,1.6666666666666665,0.0001421158974182454
1389,hi,2017,10,13263.333333333334,1.8888888888888888,0.000168505027184208
1390,hi,2017,11,12607.666666666668,2.111111111111111,0.00019489415695017061
1391,hi,2017,12,11952.0,2.333333333333333,0.00022128328671613322
1392,hi,2018,1,11296.333333333334,2.5555555555555554,0.0002476724164820958
1393,hi,2018,2,10640.666666666668,2.7777777777777777,0.00027406154624805843
1394,hi,2018,3,9985.0,3.0,0.00030045067601402103
1395,hi,2018,4,10073.0,2.6666666666666665,0.0002653474471309527
1396,hi,2018,5,10161.0,2.3333333333333335,0.0002302442182478844
1397,hi,2018,6,10249.0,2.0,0.00019514098936481607
1398,hi,2018,7,13464.0,1.6666666666666667,0.00014684946357104825
1399,hi,2018,8,16679.0,1.3333333333333335,9.855793777728043e-05
1400,hi,2018,9,19894.0,1.0,5.0266411983512615e-05
1401,hi,2018,10,20034.5,1.0,4.993482689108182e-05
1402,hi,2018,11,20175.0,1.0,4.960324179865103e-05
1403,hi,2018,12,20315.5,1.0,4.927165670622023e-05
1404,hi,2019,1,20456.0,1.0,4.894007161378943e-05
1405,hi,2019,2,20596.5,1.0,4.8608486521358634e-05
1406,hi,2019,3,20737.0,1.0,4.827690142892784e-05
1407,hi,2019,4,20877.5,1.0,4.7945316336497046e-05
1408,hi,2019,5,21018.0,1.0,4.761373124406625e-05
1409,hi,2019,6,21158.5,1.0,4.728214615163546e-05
1410,hi,2019,7,21299.0,1.0,4.695056105920466e-05
1411,hi,2019,8,21336.4,1.0,4.687023393278132e-05
1412,hi,2019,9,21373.8,1.0,4.678990680635798e-05
1413,hi,2019,10,21411.2,1.0,4.670957967993463e-05
1414,hi,2019,11,21448.6,1.0,4.662925255351129e-05
1415,hi,2019,12,21486.0,1.0,4.654892542708795e-05
1416,hi,2020,1,21523.4,1.0,4.646859830066461e-05
1417,hi,2020,2,21560.8,1.0,4.638827117424127e-05
1418,hi,2020,3,21598.2,1.0,4.630794404781792e-05
1419,hi,2020,4,21635.6,1.0,4.622761692139458e-05
1420,hi,2020,5,21673.0,1.0,4.614728979497124e-05
1421,hi,2020,6,21710.4,1.0,4.60669626685479e-05
1422,hi,2020,7,21747.8,1.0,4.598663554212456e-05
1423,hi,2020,8,21785.2,1.0,4.590630841570121e-05
1424,hi,2020,9,21822.6,1.0,4.582598128927787e-05
1425,hi,2020,10,21860.0,1.0,4.574565416285453e-05
1426,hi,2020,11,18216.25,1.25,0.00010294342044369202
1427,hi,2020,12,14572.5,1.5,0.00016014118672452954
1428,hi,2021,1,10928.75,1.75,0.00021733895300536703
1429,hi,2021,2,7285.0,2.0,0.0002745367192862045
1430,hi,2021,3,7730.529411764706,1.9411764705882353,0.00026234628167511634
1431,hi,2021,4,8176.058823529412,1.8823529411764706,0.0002501558440640281
1432,hi,2021,5,8621.588235294117,1.8235294117647058,0.0002379654064529399
1433,hi,2021,6,9067.117647058823,1.7647058823529411,0.00022577496884185173
1434,hi,2021,7,9512.64705882353,1.7058823529411764,0.00021358453123076351
1435,hi,2021,8,9958.176470588234,1.6470588235294117,0.0002013940936196753
1436,hi,2021,9,10403.70588235294,1.5882352941176472,0.00018920365600858712
1437,hi,2021,10,10849.235294117647,1.5294117647058822,0.00017701321839749893
1438,hi,2021,11,11294.764705882353,1.4705882352941178,0.00016482278078641072
1439,hi,2021,12,11740.29411764706,1.4117647058823528,0.0001526323431753225
1440,id,2012,1,12185.823529411764,1.3529411764705883,0.00014044190556423432
1441,id,2012,2,12631.35294117647,1.2941176470588236,0.0001282514679531461
1442,id,2012,3,13076.882352941177,1.2352941176470589,0.00011606103034205793
1443,id,2012,4,13522.411764705881,1.1764705882352942,0.00010387059273096971
1444,id,2012,5,13967.941176470587,1.1176470588235294,9.168015511988153e-05
1445,id,2012,6,14413.470588235294,1.0588235294117647,7.948971750879332e-05
1446,id,2012,7,14859.0,1.0,6.729927989770509e-05
1447,id,2012,8,14778.2,1.0,6.767546680989704e-05
1448,id,2012,9,14697.4,1.0,6.805165372208898e-05
1449,id,2012,10,14616.6,1.0,6.842784063428094e-05
1450,id,2012,11,14535.8,1.0,6.880402754647288e-05
1451,id,2012,12,14455.0,1.0,6.918021445866483e-05
1452,id,2013,1,15061.0,1.0,6.693797185493423e-05
1453,id,2013,2,15667.0,1.0,6.469572925120364e-05
1454,id,2013,3,16273.0,1.0,6.245348664747304e-05
1455,id,2013,4,16879.0,1.0,6.021124404374246e-05
1456,id,2013,5,17485.0,1.0,5.796900144001186e-05
1457,id,2013,6,18091.0,1.0,5.572675883628127e-05
1458,id,2013,7,18697.0,1.0,5.3484516232550676e-05
1459,id,2013,8,19742.0,1.0,5.065342923715936e-05
1460,id,2013,9,19013.666666666668,1.3333333333333333,7.174051212685564e-05
1461,id,2013,10,18285.333333333332,1.6666666666666665,9.282759501655192e-05
1462,id,2013,11,17557.0,2.0,0.00011391467790624822
1463,id,2013,12,18496.0,2.0,0.00010813148788927336
1464,id,2014,1,17818.5,1.9,0.00010585003434819177
1465,id,2014,2,17141.0,1.8,0.00010356858080711018
1466,id,2014,3,16463.5,1.7,0.00010128712726602859
1467,id,2014,4,15786.0,1.6,9.9005673724947e-05
1468,id,2014,5,15108.5,1.5,9.672422018386541e-05
1469,id,2014,6,14431.0,1.4,9.444276664278382e-05
1470,id,2014,7,13753.5,1.2999999999999998,9.216131310170224e-05
1471,id,2014,8,13076.0,1.2,8.987985956062065e-05
1472,id,2014,9,12398.5,1.1,8.759840601953906e-05
1473,id,2014,10,11721.0,1.0,8.531695247845747e-05
1474,id,2014,11,11413.833333333334,1.0,8.796997170329713e-05
1475,id,2014,12,11106.666666666666,1.0,9.062299092813679e-05
1476,id,2015,1,10799.5,1.0,9.327601015297646e-05
1477,id,2015,2,10492.333333333334,1.0,9.592902937781612e-05
1478,id,2015,3,10185.166666666666,1.0,9.858204860265578e-05
1479,id,2015,4,9878.0,1.0,0.00010123506782749544
1480,id,2015,5,10659.0,1.0,9.476550003653939e-05
1481,id,2015,6,11440.0,1.0,8.829593224558334e-05
1482,id,2015,7,12221.0,1.0,8.182636445462728e-05
1483,id,2015,8,11000.0,1.0,9.204315461712855e-05
1484,id,2015,9,9779.0,1.0,0.00010225994477962981
1485,id,2015,10,9604.666666666666,1.3333333333333333,0.00014019864944398255
1486,id,2015,11,9430.333333333334,1.6666666666666665,0.00017813735410833527
1487,id,2015,12,9256.0,2.0,0.000216076058772688
1488,id,2016,1,9916.384615384615,1.9230769230769231,0.00020376641346752001
1489,id,2016,2,10576.76923076923,1.8461538461538463,0.000191456768162352
1490,id,2016,3,11237.153846153846,1.7692307692307692,0.00017914712285718403
1491,id,2016,4,11897.538461538461,1.6923076923076923,0.00016683747755201605
1492,id,2016,5,12557.923076923076,1.6153846153846154,0.00015452783224684805
1493,id,2016,6,13218.307692307691,1.5384615384615383,0.00014221818694168007
1494,id,2016,7,13878.692307692309,1.4615384615384615,0.0001299085416365121
1495,id,2016,8,14539.076923076922,1.3846153846153846,0.0001175988963313441
1496,id,2016,9,15199.461538461539,1.3076923076923077,0.00010528925102617611
1497,id,2016,10,15859.846153846152,1.2307692307692308,9.297960572100813e-05
1498,id,2016,11,16520.23076923077,1.1538461538461537,8.066996041584016e-05
1499,id,2016,12,17180.615384615383,1.0769230769230769,6.836031511067215e-05
1500,id,2017,1,17841.0,1.0,5.605066980550417e-05
1501,id,2017,2,15939.0,1.0,6.273919317397578e-05
1502,id,2017,3,18636.0,1.0,5.365958360163125e-05
1503,id,2017,4,18261.0,1.0,5.478461680361111e-05
1504,id,2017,5,17886.0,1.0,5.590965000559097e-05
1505,id,2017,6,17057.846153846152,1.0,6.241271063610298e-05
1506,id,2017,7,16229.692307692309,1.0,6.8915771266615e-05
1507,id,2017,8,15401.538461538461,1.0,7.541883189712702e-05
1508,id,2017,9,14573.384615384615,1.0,8.192189252763904e-05
1509,id,2017,10,13745.23076923077,1.0,8.842495315815106e-05
1510,id,2017,11,12917.076923076922,1.0,9.492801378866307e-05
1511,id,2017,12,12088.923076923076,1.0,0.00010143107441917509
1512,id,2018,1,11260.76923076923,1.0,0.0001079341350496871
1513,id,2018,2,10432.615384615385,1.0,0.00011443719568019912
1514,id,2018,3,9604.461538461539,1.0,0.00012094025631071114
1515,id,2018,4,8776.307692307691,1.0,0.00012744331694122316
1516,id,2018,5,7948.153846153846,1.0,0.00013394637757173518
1517,id,2018,6,7120.0,1.0,0.0001404494382022472
1518,id,2018,7,10742.0,1.0,0.00010503396443668472
1519,id,2018,8,14364.0,1.0,6.961849067112225e-05
1520,id,2018,9,14289.181818181818,1.0,7.000315420357476e-05
1521,id,2018,10,14214.363636363636,1.0,7.038781773602726e-05
1522,id,2018,11,14139.545454545454,1.0,7.077248126847977e-05
1523,id,2018,12,14064.727272727272,1.0,7.115714480093228e-05
1524,id,2019,1,13989.90909090909,1.0,7.154180833338479e-05
1525,id,2019,2,13915.09090909091,1.0,7.19264718658373e-05
1526,id,2019,3,13840.272727272728,1.0,7.231113539828981e-05
1527,id,2019,4,13765.454545454546,1.0,7.269579893074232e-05
1528,id,2019,5,13690.636363636364,1.0,7.308046246319483e-05
1529,id,2019,6,13615.818181818182,1.0,7.346512599564734e-05
1530,id,2019,7,13541.0,1.0,7.384978952809984e-05
1531,id,2019,8,14288.153846153846,1.0,7.147698681529466e-05
1532,id,2019,9,15035.307692307691,1.0,6.910418410248947e-05
1533,id,2019,10,15782.461538461539,1.0,6.673138138968429e-05
1534,id,2019,11,16529.615384615383,1.0,6.435857867687909e-05
1535,id,2019,12,17276.76923076923,1.0,6.19857759640739e-05
1536,id,2020,1,18023.923076923078,1.0,5.961297325126872e-05
1537,id,2020,2,18771.076923076922,1.0,5.724017053846353e-05
1538,id,2020,3,19518.23076923077,1.0,5.486736782565835e-05
1539,id,2020,4,20265.384615384617,1.0,5.2494565112853155e-05
1540,id,2020,5,21012.53846153846,1.0,5.012176240004797e-05
1541,id,2020,6,21759.69230769231,1.0,4.774895968724278e-05
1542,id,2020,7,22506.846153846156,1.0,4.537615697443759e-05
1543,id,2020,8,23254.0,1.0,4.300335426163241e-05
1544,id,2020,9,25107.764705882353,1.1764705882352942,4.4769942193828665e-05
1545,id,2020,10,26961.529411764706,1.3529411764705883,4.6536530126024916e-05
1546,id,2020,11,28815.29411764706,1.5294117647058822,4.830311805822117e-05
1547,id,2020,12,30669.058823529413,1.7058823529411766,5.0069705990417424e-05
1548,id,2021,1,32522.823529411762,1.8823529411764706,5.183629392261368e-05
1549,id,2021,2,34376.58823529412,2.0588235294117645,5.360288185480994e-05
1550,id,2021,3,36230.35294117647,2.235294117647059,5.536946978700619e-05
1551,id,2021,4,38084.117647058825,2.4117647058823533,5.713605771920245e-05
1552,id,2021,5,39937.882352941175,2.588235294117647,5.8902645651398705e-05
1553,id,2021,6,41791.647058823524,2.764705882352941,6.0669233583594956e-05
1554,id,2021,7,43645.41176470588,2.9411764705882355,6.24358215157912e-05
1555,id,2021,8,45499.17647058824,3.1176470588235294,6.420240944798747e-05
1556,id,2021,9,47352.94117647059,3.294117647058824,6.596899738018372e-05
1557,id,2021,10,49206.70588235294,3.4705882352941178,6.773558531237997e-05
1558,id,2021,11,51060.470588235294,3.647058823529412,6.950217324457622e-05
1559,id,2021,12,52914.23529411765,3.823529411764706,7.126876117677249e-05
1560,il,2012,1,54768.0,4.0,7.303534910896874e-05
1561,il,2012,2,190034.0,1.0,5.262216234989528e-06
1562,il,2012,3,257025.0,9.0,3.501604902246863e-05
1563,il,2012,4,191842.0,8.0,4.17009831006766e-05
1564,il,2012,5,127393.0,2.0,1.5699449734286812e-05
1565,il,2012,6,280533.0,12.0,4.277571622589856e-05
1566,il,2012,7,402696.0,17.0,4.2215467747382644e-05
1567,il,2012,8,395084.0,16.0,4.049771694120744e-05
1568,il,2012,9,289114.0,10.0,3.458843224472007e-05
1569,il,2012,10,386012.0,12.0,3.1087116462700644e-05
1570,il,2012,11,381935.0,13.0,3.4037205283621556e-05
1571,il,2012,12,321891.0,15.0,4.6599625339012274e-05
1572,il,2013,1,358283.0,14.0,3.907525615225953e-05
1573,il,2013,2,264366.0,15.0,5.6739520210617096e-05
1574,il,2013,3,373075.0,9.0,2.412383568987469e-05
1575,il,2013,4,263305.0,12.0,4.5574523841172785e-05
1576,il,2013,5,321200.0,12.0,3.7359900373599e-05
1577,il,2013,6,315051.0,8.0,2.5392714195479463e-05
1578,il,2013,7,328630.0,13.0,3.9558165718285004e-05
1579,il,2013,8,344082.0,13.0,3.778169157352026e-05
1580,il,2013,9,288682.0,16.0,5.542430771575644e-05
1581,il,2013,10,76093.0,4.0,5.256725322960062e-05
1582,il,2013,11,305452.0,5.0,1.6369184028914525e-05
1583,il,2013,12,315821.0,9.0,2.8497155034022436e-05
1584,il,2014,1,280703.5,8.5,3.0536150912888835e-05
1585,il,2014,2,245586.0,8.0,3.257514679175523e-05
1586,il,2014,3,253968.0,9.0,3.5437535437535435e-05
1587,il,2014,4,291052.0,9.0,3.092230941549964e-05
1588,il,2014,5,285463.0,13.0,4.554005247615278e-05
1589,il,2014,6,303779.0,15.0,4.937800177102433e-05
1590,il,2014,7,256540.0,3.0,1.1694082794106183e-05
1591,il,2014,8,74746.0,1.0,1.3378642335375807e-05
1592,il,2014,9,239405.0,5.0,2.088511100436499e-05
1593,il,2014,10,221946.0,2.0,9.011200922746974e-06
1594,il,2014,11,264008.0,6.0,2.2726584042907792e-05
1595,il,2014,12,265390.0,9.0,3.3912355401484606e-05
1596,il,2015,1,204409.66666666666,6.333333333333334,2.6651140224033478e-05
1597,il,2015,2,143429.3333333333,3.666666666666667,1.938992504658235e-05
1598,il,2015,3,82449.0,1.0,1.2128709869131221e-05
1599,il,2015,4,192669.0,3.0,1.557074568301076e-05
1600,il,2015,5,247445.0,9.0,3.637171896785144e-05
1601,il,2015,6,237083.0,7.0,2.9525524816203607e-05
1602,il,2015,7,282322.0,7.0,2.4794383717882416e-05
1603,il,2015,8,159847.0,4.0,2.5023929132232697e-05
1604,il,2015,9,182888.0,2.0,1.0935654608284851e-05
1605,il,2015,10,224519.0,4.0,1.7815864136220098e-05
1606,il,2015,11,187652.0,4.0,2.1316053119604375e-05
1607,il,2015,12,163367.0,2.0,1.2242374530964026e-05
1608,il,2016,1,295981.0,5.0,1.689297623833962e-05
1609,il,2016,2,216156.0,5.0,2.3131442106626694e-05
1610,il,2016,3,205443.0,3.0,1.460259049955462e-05
1611,il,2016,4,279100.0,6.0,2.149767108563239e-05
1612,il,2016,5,282573.0,6.0,2.1233451178987378e-05
1613,il,2016,6,225296.0,3.0,1.3315815638093885e-05
1614,il,2016,7,97083.0,1.0,1.0300464550951248e-05
1615,il,2016,8,217562.0,3.0,1.3789172741563324e-05
1616,il,2016,9,283930.0,2.0,7.043989715775015e-06
1617,il,2016,10,196798.0,10.0,5.081352452768829e-05
1618,il,2016,11,257286.0,4.0,1.5546901113935463e-05
1619,il,2016,12,284596.0,4.0,1.4055011314284108e-05
1620,il,2017,1,320398.0,12.0,3.7453417312217926e-05
1621,il,2017,2,259025.0,9.0,3.474568091883023e-05
1622,il,2017,3,309344.0,7.0,2.2628530050687906e-05
1623,il,2017,4,250177.0,12.0,4.7966040043649096e-05
1624,il,2017,5,309770.0,4.0,1.291280627562385e-05
1625,il,2017,6,276033.0,3.0,1.086826575083414e-05
1626,il,2017,7,9137.0,1.0,0.00010944511327569225
1627,il,2017,8,52945.333333333336,1.5,9.365535860327793e-05
1628,il,2017,9,96753.66666666667,2.0,7.786560393086363e-05
1629,il,2017,10,140562.0,2.5,6.207584925844932e-05
1630,il,2017,11,184370.33333333334,3.0,4.6286094586035006e-05
1631,il,2017,12,228178.6666666667,3.5,3.049633991362069e-05
1632,il,2018,1,271987.0,4.0,1.470658524120638e-05
1633,il,2018,2,222896.0,4.0,1.7945588974230134e-05
1634,il,2018,3,149929.0,3.0,2.0009471149677514e-05
1635,il,2018,4,184284.0,11.0,5.969047774087821e-05
1636,il,2018,5,161871.0,7.0,4.060116538594915e-05
1637,il,2018,6,139458.0,3.0,2.1511853031020093e-05
1638,il,2018,7,208544.0,4.0,1.918060457265613e-05
1639,il,2018,8,265897.0,15.0,5.64128215060719e-05
1640,il,2018,9,258613.0,8.0,3.0934253111792524e-05
1641,il,2018,10,263049.0,3.0,1.1404719272835099e-05
1642,il,2018,11,238332.33333333334,6.0,2.8778483266787287e-05
1643,il,2018,12,213615.66666666666,9.0,4.615224726073948e-05
1644,il,2019,1,188899.0,12.0,6.352601125469167e-05
1645,il,2019,2,204264.0,12.0,5.937238536242064e-05
1646,il,2019,3,219629.0,12.0,5.521875947014961e-05
1647,il,2019,4,234994.0,12.0,5.106513357787858e-05
1648,il,2019,5,247340.0,2.0,8.086035416835126e-06
1649,il,2019,6,194051.0,4.0,2.061313778336623e-05
1650,il,2019,7,255212.0,10.0,3.918311051204489e-05
1651,il,2019,8,251493.0,4.0,1.590501524893337e-05
1652,il,2019,9,196923.66666666666,3.0,1.4400499429497188e-05
1653,il,2019,10,142354.3333333333,2.0,1.2895983610061004e-05
1654,il,2019,11,87785.0,1.0,1.1391467790624823e-05
1655,il,2019,12,25640.0,1.0,3.9001560062402496e-05
1656,il,2020,1,54199.0,1.25,3.2825764687769586e-05
1657,il,2020,2,82758.0,1.5,2.6649969313136675e-05
1658,il,2020,3,111317.0,1.75,2.0474173938503765e-05
1659,il,2020,4,139876.0,2.0,1.4298378563870856e-05
1660,il,2020,5,168045.0,2.0,1.1901573983159273e-05
1661,il,2020,6,208477.66666666666,1.6666666666666667,9.08641789850167e-06
1662,il,2020,7,248910.3333333333,1.3333333333333335,6.271261813844069e-06
1663,il,2020,8,289343.0,1.0,3.4561057291864673e-06
1664,il,2020,9,277691.0,1.0,3.601124991447328e-06
1665,il,2020,10,292977.0,7.0,2.3892660516013203e-05
1666,il,2020,11,312233.0,4.0,1.2810945671982141e-05
1667,il,2020,12,232596.5,2.5,9.674301287873916e-06
1668,il,2021,1,152960.0,1.0,6.53765690376569e-06
1669,il,2021,2,119801.0,3.0,2.5041527199272125e-05
1670,il,2021,3,125280.0,3.0,2.3946360153256706e-05
1671,il,2021,4,118588.0,2.0,1.6865112827604815e-05
1672,il,2021,5,214820.0,3.0,1.3965180150823945e-05
1673,il,2021,6,109800.0,3.0,2.73224043715847e-05
1674,il,2021,7,111073.0,1.0,9.003088059204307e-06
1675,il,2021,8,112924.0,2.0,1.771102688533881e-05
1676,il,2021,9,227999.0,3.0,1.3157952447159855e-05
1677,il,2021,10,118097.0,1.0,8.467615604122036e-06
1678,il,2021,11,116786.0,1.0,8.562670183069888e-06
1679,il,2021,12,105639.33333333333,1.6666666666666665,1.7706623065919127e-05
1680,in,2012,1,94492.66666666667,2.333333333333333,2.6850575948768362e-05
1681,in,2012,2,83346.0,3.0,3.59945288316176e-05
1682,in,2012,3,107338.0,4.0,3.726546050792823e-05
1683,in,2012,4,73004.0,3.0,4.1093638704728505e-05
1684,in,2012,5,47258.0,4.0,8.464175377713826e-05
1685,in,2012,6,102090.0,5.0,4.8976393378391615e-05
1686,in,2012,7,139716.0,5.0,3.5786881960548545e-05
1687,in,2012,8,135542.0,4.0,2.9511147836095083e-05
1688,in,2012,9,102853.0,1.0,9.722613827501385e-06
1689,in,2012,10,140579.0,1.0,7.113437995717711e-06
1690,in,2012,11,136872.0,3.0,2.191828862002455e-05
1691,in,2012,12,116510.0,3.0,2.5748862758561497e-05
1692,in,2013,1,128044.0,4.0,3.123926150385805e-05
1693,in,2013,2,129621.5,4.5,3.467465403716748e-05
1694,in,2013,3,131199.0,5.0,3.811004657047691e-05
1695,in,2013,4,86762.0,3.0,3.4577349530900626e-05
1696,in,2013,5,107652.0,3.0,2.7867573291717758e-05
1697,in,2013,6,100432.0,4.0,3.982794328500876e-05
1698,in,2013,7,100748.0,4.0,3.970302139992854e-05
1699,in,2013,8,101811.0,6.0,5.8932728290656214e-05
1700,in,2013,9,92851.0,3.0,3.2309829727197334e-05
1701,in,2013,10,93742.5,2.0,2.1438428188619273e-05
1702,in,2013,11,94634.0,1.0,1.0567026650041212e-05
1703,in,2013,12,95436.0,1.0,1.0478226245861101e-05
1704,in,2014,1,84961.0,1.0,1.1951783960403364e-05
1705,in,2014,2,74486.0,1.0,1.3425341674945628e-05
1706,in,2014,3,75599.0,1.0,1.3227688196933821e-05
1707,in,2014,4,84296.0,1.0,1.1862959096517035e-05
1708,in,2014,5,78785.0,1.0,1.2827744710803672e-05
1709,in,2014,6,73274.0,1.0,1.379253032509031e-05
1710,in,2014,7,67763.0,1.0,1.4757315939376946e-05
1711,in,2014,8,19053.0,1.0,5.248517293864483e-05
1712,in,2014,9,66730.0,2.0,2.9971527049303162e-05
1713,in,2014,10,68404.0,2.5,3.6390483979002446e-05
1714,in,2014,11,70078.0,3.0,4.280944090870173e-05
1715,in,2014,12,68631.0,3.0,4.37120251781265e-05
1716,in,2015,1,65075.5,2.5,3.737884694512881e-05
1717,in,2015,2,61520.0,2.0,3.1045668712131125e-05
1718,in,2015,3,57964.5,1.5,2.4712490479133437e-05
1719,in,2015,4,54409.0,1.0,1.8379312246135748e-05
1720,in,2015,5,61049.666666666664,1.3333333333333333,2.1221766230935647e-05
1721,in,2015,6,67690.33333333333,1.6666666666666665,2.4064220215735545e-05
1722,in,2015,7,74331.0,2.0,2.6906674200535443e-05
1723,in,2015,8,41680.0,1.0,2.399232245681382e-05
1724,in,2015,9,52928.0,2.0,3.778718258766626e-05
1725,in,2015,10,50818.0,1.6666666666666667,3.2344837893186726e-05
1726,in,2015,11,48708.0,1.3333333333333335,2.690249319870719e-05
1727,in,2015,12,46598.0,1.0,2.146014850422765e-05
1728,in,2016,1,88447.0,4.0,4.5224823905841914e-05
1729,in,2016,2,75020.5,3.0,3.8847759551713046e-05
1730,in,2016,3,61594.0,2.0,3.247069519758418e-05
1731,in,2016,4,81214.0,2.0,2.4626295958824835e-05
1732,in,2016,5,72310.0,2.0,2.808452608243106e-05
1733,in,2016,6,63406.0,2.0,3.154275620603729e-05
1734,in,2016,7,63912.0,1.5,2.35331838094982e-05
1735,in,2016,8,64418.0,1.0,1.552361141295911e-05
1736,in,2016,9,86243.0,1.0,1.1595143953712186e-05
1737,in,2016,10,58888.0,1.0,1.6981388398315445e-05
1738,in,2016,11,76969.0,2.0,2.598448726110512e-05
1739,in,2016,12,86491.0,2.0,2.3123793227040962e-05
1740,in,2017,1,91715.0,5.0,5.451670937142234e-05
1741,in,2017,2,76451.0,7.0,9.156191547527175e-05
1742,in,2017,3,94746.0,1.0,1.0554535283811453e-05
1743,in,2017,4,74584.0,1.0,1.3407701383674783e-05
1744,in,2017,5,94876.0,4.0,4.216029343564231e-05
1745,in,2017,6,84014.0,3.0,3.570833432523151e-05
1746,in,2017,7,83688.85714285714,3.0,3.585037731437142e-05
1747,in,2017,8,83363.71428571429,3.0,3.599242030351134e-05
1748,in,2017,9,83038.57142857143,3.0,3.613446329265125e-05
1749,in,2017,10,82713.42857142857,3.0,3.627650628179116e-05
1750,in,2017,11,82388.28571428571,3.0,3.641854927093107e-05
1751,in,2017,12,82063.14285714286,3.0,3.6560592260070985e-05
1752,in,2018,1,81738.0,3.0,3.6702635249210895e-05
1753,in,2018,2,63073.5,2.5,4.086927569616752e-05
1754,in,2018,3,44409.0,2.0,4.5035916143124144e-05
1755,in,2018,4,54871.0,2.0,3.644912613220098e-05
1756,in,2018,5,47524.0,2.0,4.3114425425161646e-05
1757,in,2018,6,40177.0,2.0,4.977972471812231e-05
1758,in,2018,7,60615.0,2.0,3.2995133217850364e-05
1759,in,2018,8,80205.0,4.0,4.9872202481142075e-05
1760,in,2018,9,78533.0,3.0,3.820050169992233e-05
1761,in,2018,10,79130.0,2.0,2.5274864147605207e-05
1762,in,2018,11,74020.75,1.75,2.3215599834078072e-05
1763,in,2018,12,68911.5,1.5,2.1156335520550937e-05
1764,in,2019,1,63802.25,1.25,1.9097071207023805e-05
1765,in,2019,2,58693.0,1.0,1.703780689349667e-05
1766,in,2019,3,61748.5,1.0,1.623447655951915e-05
1767,in,2019,4,64804.0,1.0,1.5431146225541632e-05
