,year,USstate,Number of establishments (ESTAB),month
806,2016,ct,849.1135216346155,3
807,2016,ct,851.8537511870844,4
808,2016,ct,854.3824600842828,5
809,2016,ct,856.6620192307691,6
810,2016,ct,858.6547995311014,7
811,2016,ct,860.3231718898385,8
812,2016,ct,861.6295072115386,9
813,2016,ct,862.5361764007595,10
814,2016,ct,863.0055503620605,11
815,2016,ct,863.0,12
816,2017,ct,862.5049330781098,1
817,2017,ct,861.5979047958213,2
818,2017,ct,860.3795072115386,3
819,2017,ct,858.9503323836657,4
820,2017,ct,857.4109723706076,5
821,2017,ct,855.8620192307692,6
822,2017,ct,854.4040650225545,7
823,2017,ct,853.1377018043684,8
824,2017,ct,852.1635216346154,9
825,2017,ct,851.5821165716999,10
826,2017,ct,851.4940786740266,11
827,2017,ct,852.0,12
828,2018,ct,853.1657414826686,1
829,2018,ct,854.9182395536562,2
830,2018,ct,857.1496995192307,3
831,2018,ct,859.7523266856601,4
832,2018,ct,862.618326359212,5
833,2018,ct,865.6399038461541,6
834,2018,ct,868.7092644527539,7
835,2018,ct,871.7186134852802,8
836,2018,ct,874.5601562500001,9
837,2018,ct,877.1260980531815,10
838,2018,ct,879.3086442010922,11
839,2018,ct,881.0,12
840,2019,ct,882.1220315467713,1
841,2019,ct,882.7152481006648,2
842,2019,ct,882.8498197115384,3
843,2019,ct,882.59591642925,4
844,2019,ct,882.0237083036562,5
845,2019,ct,881.2033653846155,6
846,2019,ct,880.2050577219849,7
847,2019,ct,879.098955365622,8
848,2019,ct,877.9552283653848,9
849,2019,ct,876.84404677113,10
850,2019,ct,875.835580632716,11
851,2019,ct,875.0,12
852,2020,ct,874.4074749228397,1
853,2020,ct,874.1281754510921,2
854,2020,ct,874.2322716346156,3
855,2020,ct,874.789933523267,4
856,2020,ct,875.871331166904,5
857,2020,ct,877.5466346153847,6
858,2020,ct,879.8860139185663,7
859,2020,ct,882.9596391263058,8
860,2020,ct,886.8376802884616,9
861,2020,ct,891.5903074548908,10
862,2020,ct,897.2876906754511,11
863,2020,ct,904.0,12
864,2012,wi,413.0,1
865,2012,wi,413.0,2
866,2012,wi,413.0,3
867,2012,wi,413.0,4
868,2012,wi,413.0,5
869,2012,wi,413.0,6
870,2012,wi,413.0,7
871,2012,wi,413.0,8
872,2012,wi,413.0,9
873,2012,wi,413.0,10
874,2012,wi,413.0,11
875,2012,wi,413.0,12
876,2013,wi,411.62459503106203,1
877,2013,wi,410.4534019863881,2
878,2013,wi,409.47290665064105,3
879,2013,wi,408.6695948084836,4
880,2013,wi,408.029952244579,5
881,2013,wi,407.5404647435897,6
882,2013,wi,407.1876180901788,7
883,2013,wi,406.95789806900916,8
884,2013,wi,406.83779046474365,9
885,2013,wi,406.8137810620449,10
886,2013,wi,406.87235564557614,11
887,2013,wi,407.0,12
888,2014,wi,407.1831999099794,1
889,2014,wi,407.40844116017723,2
890,2014,wi,407.66220953525647,3
891,2014,wi,407.93099081987975,4
892,2014,wi,408.2012707987101,5
893,2014,wi,408.4595352564103,6
894,2014,wi,408.69226997764326,7
895,2014,wi,408.8859607470719,8
896,2014,wi,409.027093349359,9
897,2014,wi,409.10215356916746,10
898,2014,wi,409.0976271911602,11
899,2014,wi,409.0,12
900,2015,wi,408.80174884753876,1
901,2015,wi,408.51931485438433,2
902,2015,wi,408.1751302083334,3
903,2015,wi,407.79162709718264,4
904,2015,wi,407.39123770872897,5
905,2015,wi,406.9963942307693,6
906,2015,wi,406.6295288511001,7
907,2015,wi,406.3130737575182,8
908,2015,wi,406.0694611378205,9
909,2015,wi,405.9211231798037,10
910,2015,wi,405.8904920712646,11
911,2015,wi,406.0,12
912,2016,wi,406.2643185887544,1
913,2016,wi,406.66707720006326,2
914,2016,wi,407.1841446314103,3
915,2016,wi,407.7913896802786,4
916,2016,wi,408.46468114415165,5
917,2016,wi,409.1798878205128,6
918,2016,wi,409.9128785068455,7
919,2016,wi,410.63952200063306,8
920,2016,wi,411.33568709935906,9
921,2016,wi,411.97724260050643,10
922,2016,wi,412.540057301559,11
923,2016,wi,413.0,12
924,2017,wi,413.34120827892525,1
925,2017,wi,413.580894863881,2
926,2017,wi,413.74454126602575,3
927,2017,wi,413.8576289965179,4
928,2017,wi,413.94563956651626,5
929,2017,wi,414.0340544871795,6
930,2017,wi,414.14835526966607,7
931,2017,wi,414.31402342513456,8
932,2017,wi,414.5565404647437,9
933,2017,wi,414.9013878996518,10
934,2017,wi,415.3740472410177,11
935,2017,wi,416.0,12
936,2018,wi,416.7927232955444,1
937,2018,wi,417.7176766777461,2
938,2018,wi,418.7283153044872,3
939,2018,wi,419.77809433364996,4
940,2018,wi,420.8204689231165,5
941,2018,wi,421.8088942307692,6
942,2018,wi,422.6968254144903,7
943,2018,wi,423.4377176321621,8
944,2018,wi,423.98502604166674,9
945,2018,wi,424.2922058008864,10
946,2018,wi,424.3127120677034,11
947,2018,wi,424.0,12
948,2019,wi,423.3223892796376,1
949,2019,wi,422.30765768439375,2
950,2019,wi,420.99844751602564,3
951,2019,wi,419.43740107629003,4
952,2019,wi,417.66716066694374,5
953,2019,wi,415.73036858974365,6
954,2019,wi,413.66966714644667,7
955,2019,wi,411.52769863880974,8
956,2019,wi,409.34710536858984,9
957,2019,wi,407.1705296375436,10
958,2019,wi,405.040613747428,11
959,2019,wi,403.0,12
960,2020,wi,401.09133069701653,1
961,2020,wi,399.3572481402342,2
962,2020,wi,397.84039463141033,3
963,2020,wi,396.58341247230146,4
964,2020,wi,395.6289439646645,5
965,2020,wi,395.01963141025647,6
966,2020,wi,394.79811711083426,7
967,2020,wi,395.0070433681544,8
968,2020,wi,395.6890524839744,9
969,2020,wi,396.88678676005065,10
970,2020,wi,398.6428884981403,11
971,2020,wi,401.0,12
972,2012,ak,101.0,1
973,2012,ak,101.0,2
974,2012,ak,101.0,3
975,2012,ak,101.0,4
976,2012,ak,101.0,5
977,2012,ak,101.0,6
978,2012,ak,101.0,7
979,2012,ak,101.0,8
980,2012,ak,101.0,9
981,2012,ak,101.0,10
982,2012,ak,101.0,11
983,2012,ak,101.0,12
984,2013,ak,101.04765130381449,1
985,2013,ak,101.06415202595755,2
986,2013,ak,101.05170272435898,3
987,2013,ak,101.0125039569484,4
988,2013,ak,100.9487562816556,5
989,2013,ak,100.86266025641025,6
990,2013,ak,100.75641643914211,7
991,2013,ak,100.63222538778093,8
992,2013,ak,100.49228766025642,9
993,2013,ak,100.33880381449825,10
994,2013,ak,100.17397440843622,11
995,2013,ak,100.0,12
996,2014,ak,99.81908114711932,1
997,2014,ak,99.63341840772395,2
998,2014,ak,99.4452123397436,3
999,2014,ak,99.25666350110792,4
1000,2014,ak,99.06997244974674,5
1001,2014,ak,98.88733974358975,6
1002,2014,ak,98.71096594056664,7
1003,2014,ak,98.54305159860716,8
1004,2014,ak,98.38579727564101,9
1005,2014,ak,98.24140352959796,10
1006,2014,ak,98.11207091840774,11
1007,2014,ak,98.0,12
1008,2015,ak,97.90634818178219,1
1009,2015,ak,97.8281002690725,2
1010,2015,ak,97.76119791666667,3
1011,2015,ak,97.70158277936055,4
1012,2015,ak,97.64519651194996,5
1013,2015,ak,97.58798076923077,6
1014,2015,ak,97.52587720599874,7
1015,2015,ak,97.4548274770497,8
1016,2015,ak,97.37077323717946,9
1017,2015,ak,97.2696561411839,10
1018,2015,ak,97.1474178438588,11
1019,2015,ak,97.0,12
1020,2016,ak,96.82520205167772,1
1021,2016,ak,96.62825459006014,2
1022,2016,ak,96.41624599358975,3
1023,2016,ak,96.19626464070907,4
1024,2016,ak,95.97539890986071,5
1025,2016,ak,95.76073717948718,6
1026,2016,ak,95.55936782803101,7
1027,2016,ak,95.3783792339348,8
1028,2016,ak,95.22485977564104,9
1029,2016,ak,95.10589783159227,10
1030,2016,ak,95.02858178023106,11
1031,2016,ak,95.0,12
1032,2017,ak,95.02432509298828,1
1033,2017,ak,95.0940665558721,2
1034,2017,ak,95.19881810897436,3
1035,2017,ak,95.3281734726179,4
1036,2017,ak,95.47172636712565,5
1037,2017,ak,95.61907051282051,6
1038,2017,ak,95.75979963002533,7
1039,2017,ak,95.88350743906298,8
1040,2017,ak,95.97978766025642,9
1041,2017,ak,96.03823401392845,10
1042,2017,ak,96.04844022040201,11
1043,2017,ak,96.0,12
1044,2018,ak,95.88652535414687,1
1045,2018,ak,95.71770140867362,2
1046,2018,ak,95.5072315705128,3
1047,2018,ak,95.26881924659703,4
1048,2018,ak,95.01616784385881,5
1049,2018,ak,94.76298076923078,6
1050,2018,ak,94.52296142964543,7
1051,2018,ak,94.30981323203545,8
1052,2018,ak,94.13723958333334,9
1053,2018,ak,94.01894389047169,10
1054,2018,ak,93.96862956038302,11
1055,2018,ak,94.0,12
1056,2019,ak,94.12228182375752,1
1057,2019,ak,94.32679447610002,2
1058,2019,ak,94.60038060897435,3
1059,2019,ak,94.92988287432733,4
1060,2019,ak,95.30214392410572,5
1061,2019,ak,95.70400641025643,6
1062,2019,ak,96.12231298472618,7
1063,2019,ak,96.54390629946185,8
1064,2019,ak,96.95562900641028,9
1065,2019,ak,97.34432375751821,10
1066,2019,ak,97.69683320473251,11
1067,2019,ak,98.0,12
1068,2020,ak,98.2406667952675,1
1069,2020,ak,98.4056762424818,2
1070,2020,ak,98.48187099358975,3
1071,2020,ak,98.45609370053816,4
1072,2020,ak,98.3151870152738,5
1073,2020,ak,98.0459935897436,6
1074,2020,ak,97.63535607589431,7
1075,2020,ak,97.07011712567268,8
1076,2020,ak,96.33711939102565,9
1077,2020,ak,95.42320552389995,10
1078,2020,ak,94.31521817624248,11
1079,2020,ak,93.0,12
1080,2012,mt,76.0,1
1081,2012,mt,76.0,2
1082,2012,mt,76.0,3
1083,2012,mt,76.0,4
1084,2012,mt,76.0,5
1085,2012,mt,76.0,6
1086,2012,mt,76.0,7
1087,2012,mt,76.0,8
1088,2012,mt,76.0,9
1089,2012,mt,76.0,10
1090,2012,mt,76.0,11
1091,2012,mt,76.0,12
1092,2013,mt,77.6308906596233,1
1093,2013,mt,79.07123496359608,2
1094,2013,mt,80.33014823717949,3
1095,2013,mt,81.41674580563469,4
1096,2013,mt,82.34014299422287,5
1097,2013,mt,83.10945512820513,6
1098,2013,mt,83.73379753284266,7
1099,2013,mt,84.22228553339666,8
1100,2013,mt,84.58403445512822,9
1101,2013,mt,84.8281596232985,10
1102,2013,mt,84.96377636316873,11
1103,2013,mt,85.0,12
1104,2014,mt,84.9459458590535,1
1105,2014,mt,84.81072926559038,2
1106,2014,mt,84.60346554487181,3
1107,2014,mt,84.33327002215891,4
1108,2014,mt,84.00925802271288,5
1109,2014,mt,83.64054487179487,6
1110,2014,mt,83.23624589466604,7
1111,2014,mt,82.80547641658754,8
1112,2014,mt,82.35735176282051,9
1113,2014,mt,81.90098725862615,10
1114,2014,mt,81.44549822926558,11
1115,2014,mt,81.0,12
1116,2015,mt,80.57317312638493,1
1117,2015,mt,80.17195908515353,2
1118,2015,mt,79.80286458333332,3
1119,2015,mt,79.47239632795188,4
1120,2015,mt,79.1870610260367,5
1121,2015,mt,78.95336538461538,6
1122,2015,mt,78.7778161107154,7
1123,2015,mt,78.66691991136435,8
1124,2015,mt,78.62718349358973,9
1125,2015,mt,78.6651135644191,10
1126,2015,mt,78.78721683088003,11
1127,2015,mt,79.0,12
1128,2016,mt,79.30534311688824,1
1129,2016,mt,79.68661957898068,2
1130,2016,mt,80.12257612179488,3
1131,2016,mt,80.59195948084836,4
1132,2016,mt,81.07351639165874,5
1133,2016,mt,81.54599358974359,6
1134,2016,mt,81.98813781062044,7
1135,2016,mt,82.3786957898069,8
1136,2016,mt,82.69641426282054,9
1137,2016,mt,82.92003996517884,10
1138,2016,mt,83.02831963239949,11
1139,2016,mt,83.0,12
1140,2017,mt,82.82119514680278,1
1141,2017,mt,82.50748852484963,2
1142,2017,mt,82.0818309294872,3
1143,2017,mt,81.56717315606204,4
1144,2017,mt,80.98646599992087,5
1145,2017,mt,80.36266025641025,6
1146,2017,mt,79.71870672087687,7
1147,2017,mt,79.07755618866729,8
1148,2017,mt,78.46215945512822,9
1149,2017,mt,77.8954673156062,10
1150,2017,mt,77.40043056544792,11
1151,2017,mt,77.0,12
1152,2018,mt,76.71080222182651,1
1153,2018,mt,76.52416706236149,2
1154,2018,mt,76.4251001602564,3
1155,2018,mt,76.3986071541627,4
1156,2018,mt,76.42969368273188,5
1157,2018,mt,76.50336538461538,6
1158,2018,mt,76.60462789846468,7
1159,2018,mt,76.7184868629313,8
1160,2018,mt,76.82994791666667,9
1161,2018,mt,76.92401669832225,10
1162,2018,mt,76.98569884654952,11
1163,2018,mt,77.0,12
1164,2019,mt,76.95596633626147,1
1165,2019,mt,76.85880618866729,2
1166,2019,mt,76.71776842948718,3
1167,2019,mt,76.54210193099082,4
1168,2019,mt,76.34105556544793,5
1169,2019,mt,76.12387820512822,6
1170,2019,mt,75.89981872230138,7
1171,2019,mt,75.67812598923709,8
1172,2019,mt,75.46804887820514,9
1173,2019,mt,75.27883626147516,10
1174,2019,mt,75.11973701131687,11
1175,2019,mt,75.0,12
1176,2020,mt,74.92887409979424,1
1177,2020,mt,74.9156081829693,2
1178,2020,mt,74.96945112179489,3
1179,2020,mt,75.09965178854068,4
1180,2020,mt,75.31545905547642,5
1181,2020,mt,75.6261217948718,6
1182,2020,mt,76.04088887899654,7
1183,2020,mt,76.56900918012029,8
1184,2020,mt,77.21973157051283,9
1185,2020,mt,78.00230492244381,10
1186,2020,mt,78.92597810818297,11
1187,2020,mt,80.0,12
1188,2012,co,1236.0,1
1189,2012,co,1236.0,2
1190,2012,co,1236.0,3
1191,2012,co,1236.0,4
1192,2012,co,1236.0,5
1193,2012,co,1236.0,6
1194,2012,co,1236.0,7
1195,2012,co,1236.0,8
1196,2012,co,1236.0,9
1197,2012,co,1236.0,10
1198,2012,co,1236.0,11
1199,2012,co,1236.0,12
1200,2013,co,1237.856490879234,1
1201,2013,co,1239.64836578031,2
1202,2013,co,1241.3846554487181,3
1203,2013,co,1243.074390629946,4
1204,2013,co,1244.726602069484,5
1205,2013,co,1246.3503205128206,6
1206,2013,co,1247.9545767054447,7
1207,2013,co,1249.5484013928456,8
1208,2013,co,1251.140825320513,9
1209,2013,co,1252.7408792339343,10
1210,2013,co,1254.357593878601,11
1211,2013,co,1256.0,12
1212,2014,co,1257.6771283436212,1
1213,2014,co,1259.398009654954,2
1214,2014,co,1261.171674679487,3
1215,2014,co,1263.0071541627096,4
1216,2014,co,1264.9134788501108,5
1217,2014,co,1266.8996794871796,6
1218,2014,co,1268.9747868194047,7
1219,2014,co,1271.1478315922761,8
1220,2014,co,1273.4278445512819,9
1221,2014,co,1275.8238564419119,10
1222,2014,co,1278.344898009655,11
1223,2014,co,1281.0,12
1224,2015,co,1283.7897411166507,1
1225,2015,co,1286.68089189617,2
1226,2015,co,1289.6317708333336,3
1227,2015,co,1292.6006964229186,4
1228,2015,co,1295.545987159702,5
1229,2015,co,1298.4259615384617,6
1230,2015,co,1301.1989380539728,7
1231,2015,co,1303.823235201013,8
1232,2015,co,1306.257171474359,9
1233,2015,co,1308.4590653687876,10
1234,2015,co,1310.3872353790757,11
1235,2015,co,1312.0,12
1236,2016,co,1313.2703886712566,1
1237,2016,co,1314.230274612219,2
1238,2016,co,1314.9262419871795,3
1239,2016,co,1315.4048749604306,4
1240,2016,co,1315.7127576962648,5
1241,2016,co,1315.8964743589743,6
1242,2016,co,1316.002609112852,7
1243,2016,co,1316.0777461221905,8
1244,2016,co,1316.1684695512822,9
1245,2016,co,1316.321363564419,10
1246,2016,co,1316.5830123258943,11
1247,2016,co,1317.0,12
1248,2017,co,1317.6078708649889,1
1249,2017,co,1318.398009654954,2
1250,2017,co,1319.3507612179487,3
1251,2017,co,1320.4464704020259,4
1252,2017,co,1321.6654820552387,5
1253,2017,co,1322.988141025641,6
1254,2017,co,1324.3947921612853,7
1255,2017,co,1325.8657803102246,8
1256,2017,co,1327.381450320513,9
1257,2017,co,1328.9221470402026,10
1258,2017,co,1330.4682153173471,11
1259,2017,co,1332.0,12
1260,2018,co,1333.4966232391578,1
1261,2018,co,1334.9323163975941,2
1262,2018,co,1336.2800881410255,3
1263,2018,co,1337.5129471351695,4
1264,2018,co,1338.6039020457422,5
1265,2018,co,1339.5259615384616,6
1266,2018,co,1340.252134279044,7
1267,2018,co,1340.7554289332068,8
1268,2018,co,1341.0088541666667,9
1269,2018,co,1340.985418645141,10
1270,2018,co,1340.6581310343463,11
1271,2018,co,1340.0,12
1272,2019,co,1338.9947565487496,1
1273,2019,co,1337.6690210509653,2
1274,2019,co,1336.0601362179486,3
1275,2019,co,1334.2054447610003,4
1276,2019,co,1332.1422893914214,5
1277,2019,co,1329.908012820513,6
1278,2019,co,1327.539957759576,7
1279,2019,co,1325.0754669199116,8
1280,2019,co,1322.5518830128208,9
1281,2019,co,1320.0065487496042,10
1282,2019,co,1317.4768068415638,11
1283,2019,co,1315.0,12
1284,2020,co,1312.6134709362143,1
1285,2020,co,1310.354562361507,2
1286,2020,co,1308.26061698718,3
1287,2020,co,1306.3689775245334,4
1288,2020,co,1304.7169866848687,5
1289,2020,co,1303.3419871794877,6
1290,2020,co,1302.2813217196901,7
1291,2020,co,1301.5723330167775,8
1292,2020,co,1301.2523637820514,9
1293,2020,co,1301.3587567268123,10
1294,2020,co,1301.9288545623617,11
1295,2020,co,1303.0,12
1296,2012,ky,413.0,1
1297,2012,ky,413.0,2
1298,2012,ky,413.0,3
1299,2012,ky,413.0,4
1300,2012,ky,413.0,5
1301,2012,ky,413.0,6
1302,2012,ky,413.0,7
1303,2012,ky,413.0,8
1304,2012,ky,413.0,9
1305,2012,ky,413.0,10
1306,2012,ky,413.0,11
1307,2012,ky,413.0,12
1308,2013,ky,414.61377809433367,1
1309,2013,ky,416.43700538144986,2
1310,2013,ky,418.45064102564106,3
1311,2013,ky,420.63564419119973,4
1312,2013,ky,422.9729740424186,5
1313,2013,ky,425.44358974358977,6
1314,2013,ky,428.028450459006,7
1315,2013,ky,430.70851535295986,8
1316,2013,ky,433.4647435897437,9
1317,2013,ky,436.2780943336499,10
1318,2013,ky,439.1295267489713,11
1319,2013,ky,442.0,12
1320,2014,ky,444.87047325102884,1
1321,2014,ky,447.7219056663501,2
1322,2014,ky,450.5352564102565,3
1323,2014,ky,453.2914846470402,4
1324,2014,ky,455.97154954099403,5
1325,2014,ky,458.5564102564103,6
1326,2014,ky,461.02702595758154,7
1327,2014,ky,463.3643558088004,8
1328,2014,ky,465.549358974359,9
1329,2014,ky,467.56299461855014,10
1330,2014,ky,469.3862219056664,11
1331,2014,ky,471.0,12
1332,2015,ky,472.3892826052548,1
1333,2015,ky,473.55500158277937,2
1334,2015,ky,474.50208333333336,3
1335,2015,ky,475.23545425767645,4
1336,2015,ky,475.76004075656846,5
1337,2015,ky,476.0807692307692,6
1338,2015,ky,476.2025660810383,7
1339,2015,ky,476.1303577081355,8
1340,2015,ky,475.8690705128205,9
1341,2015,ky,475.42363089585297,10
1342,2015,ky,474.7989652579929,11
1343,2015,ky,474.0,12
1344,2016,ky,473.04461855017405,1
1345,2016,ky,472.00253244697683,2
1346,2016,ky,470.95641025641027,3
1347,2016,ky,469.98892054447606,4
1348,2016,ky,469.1827318771763,5
1349,2016,ky,468.62051282051283,6
1350,2016,ky,468.3849319404875,7
1351,2016,ky,468.5586578031023,8
1352,2016,ky,469.224358974359,9
1353,2016,ky,470.46470402025955,10
1354,2016,ky,472.36236150680594,11
1355,2016,ky,475.0,12
1356,2017,ky,478.42587745330803,1
1357,2017,ky,482.5506093700538,2
1358,2017,ky,487.2504006410258,3
1359,2017,ky,492.4014561570118,4
1360,2017,ky,497.87998080880027,5
1361,2017,ky,503.56217948717955,6
1362,2017,ky,509.32425708293766,7
1363,2017,ky,515.042418486863,8
1364,2017,ky,520.5928685897437,9
1365,2017,ky,525.8518122823679,10
1366,2017,ky,530.6954544555239,11
1367,2017,ky,535.0,12
1368,2018,ky,538.6725892291864,1
1369,2018,ky,541.7441041468818,2
1370,2018,ky,544.2763621794871,3
1371,2018,ky,546.3311807534029,4
1372,2018,ky,547.9703772950302,5
1373,2018,ky,549.2557692307693,6
1374,2018,ky,550.2491739870211,7
1375,2018,ky,551.0124089901868,8
1376,2018,ky,551.6072916666668,9
1377,2018,ky,552.0956394428616,10
1378,2018,ky,552.5392697451724,11
1379,2018,ky,553.0,12
1380,2019,ky,553.5295989632795,1
1381,2019,ky,554.139640709085,2
1382,2019,ky,554.8316506410256,3
1383,2019,ky,555.6071541627098,4
1384,2019,ky,556.4676766777461,5
1385,2019,ky,557.4147435897436,6
1386,2019,ky,558.4498803023108,7
1387,2019,ky,559.5746122190567,8
1388,2019,ky,560.7904647435898,9
1389,2019,ky,562.0989632795188,10
1390,2019,ky,563.5016332304526,11
1391,2019,ky,565.0,12
1392,2020,ky,566.5955889917695,1
1393,2020,ky,568.28992560937,2
1394,2020,ky,570.0845352564103,3
1395,2020,ky,571.9809433364989,4
1396,2020,ky,573.9806752532447,5
1397,2020,ky,576.0852564102564,6
1398,2020,ky,578.2962122111428,7
1399,2020,ky,580.6150680595124,8
1400,2020,ky,583.0433493589744,9
1401,2020,ky,585.582581513137,10
1402,2020,ky,588.2342899256095,11
1403,2020,ky,591.0,12
1404,2012,nd,91.0,1
1405,2012,nd,91.0,2
1406,2012,nd,91.0,3
1407,2012,nd,91.0,4
1408,2012,nd,91.0,5
1409,2012,nd,91.0,6
1410,2012,nd,91.0,7
1411,2012,nd,91.0,8
1412,2012,nd,91.0,9
1413,2012,nd,91.0,10
1414,2012,nd,91.0,11
1415,2012,nd,91.0,12
1416,2013,nd,90.89617449647831,1
1417,2013,nd,90.8133952595758,2
1418,2013,nd,90.75101161858974,3
1419,2013,nd,90.70837290281732,4
1420,2013,nd,90.68482844155588,5
1421,2013,nd,90.67972756410258,6
1422,2013,nd,90.69241959975466,7
1423,2013,nd,90.72225387780942,8
1424,2013,nd,90.76857972756412,9
1425,2013,nd,90.83074647831592,10
1426,2013,nd,90.90810345936215,11
1427,2013,nd,91.0,12
1428,2014,nd,91.10578542952672,1
1429,2014,nd,91.22480907723961,2
1430,2014,nd,91.35642027243588,3
1431,2014,nd,91.49996834441278,4
1432,2014,nd,91.65480262246754,5
1433,2014,nd,91.82027243589742,6
1434,2014,nd,91.99572711399968,7
1435,2014,nd,92.18051598607155,8
1436,2014,nd,92.37398838141024,9
1437,2014,nd,92.57549362931306,10
1438,2014,nd,92.78438105907723,11
1439,2014,nd,93.0,12
1440,2015,nd,93.22061434097023,1
1441,2015,nd,93.44014620924344,2
1442,2015,nd,93.65143229166667,3
1443,2015,nd,93.84730927508704,4
1444,2015,nd,94.02061384635167,5
1445,2015,nd,94.16418269230769,6
1446,2015,nd,94.27085249980216,7
1447,2015,nd,94.33345995568219,8
1448,2015,nd,94.34484174679487,9
1449,2015,nd,94.29783455998734,10
1450,2015,nd,94.18527508210668,11
1451,2015,nd,94.0,12
1452,2016,nd,93.73860905844413,1
1453,2016,nd,93.41275423393479,2
1454,2016,nd,93.03785056089745,3
1455,2016,nd,92.62931307375752,4
1456,2016,nd,92.20255680694049,5
1457,2016,nd,91.7729967948718,6
1458,2016,nd,91.35604807197687,7
1459,2016,nd,90.96712567268123,8
1460,2016,nd,90.62164463141028,9
1461,2016,nd,90.33501998258943,10
1462,2016,nd,90.1226667606442,11
1463,2016,nd,90.0,12
1464,2017,nd,89.97714849932731,1
1465,2017,nd,90.04309611427666,2
1466,2017,nd,90.18154046474359,3
1467,2017,nd,90.37617917062362,4
1468,2017,nd,90.61070985181227,5
1469,2017,nd,90.86883012820512,6
1470,2017,nd,91.1342376196977,7
1471,2017,nd,91.39062994618551,8
1472,2017,nd,91.62170472756414,9
1473,2017,nd,91.81115958372902,10
1474,2017,nd,91.94269213457582,11
1475,2017,nd,92.0,12
1476,2018,nd,91.97143120350586,1
1477,2018,nd,91.8639353830326,2
1478,2018,nd,91.6891125801282,3
1479,2018,nd,91.45856283634062,4
1480,2018,nd,91.1838861932178,5
1481,2018,nd,90.87668269230771,6
1482,2018,nd,90.54855237515827,7
1483,2018,nd,90.2110952833175,8
1484,2018,nd,89.87591145833333,9
1485,2018,nd,89.55460094175372,10
1486,2018,nd,89.25876377512661,11
1487,2018,nd,89.0,12
1488,2019,nd,88.78758964961222,1
1489,2019,nd,88.62153272396327,2
1490,2019,nd,88.49950921474358,3
1491,2019,nd,88.41919911364356,4
1492,2019,nd,88.3782824123536,5
1493,2019,nd,88.37443910256411,6
1494,2019,nd,88.4053491759655,7
1495,2019,nd,88.46869262424816,8
1496,2019,nd,88.56214943910258,9
1497,2019,nd,88.68339961221908,10
1498,2019,nd,88.83012313528806,11
1499,2019,nd,89.0,12
1500,2020,nd,89.19071019804528,1
1501,2020,nd,89.39993372111428,2
1502,2020,nd,89.62535056089746,3
1503,2020,nd,89.86464070908517,4
1504,2020,nd,90.11548415736785,5
1505,2020,nd,90.37556089743592,6
1506,2020,nd,90.64255092097977,7
1507,2020,nd,90.91413421968977,8
1508,2020,nd,91.18799078525643,9
1509,2020,nd,91.46180060937006,10
1510,2020,nd,91.73324368372113,11
1511,2020,nd,92.0,12
1512,2012,ok,373.0,1
1513,2012,ok,373.0,2
1514,2012,ok,373.0,3
1515,2012,ok,373.0,4
1516,2012,ok,373.0,5
1517,2012,ok,373.0,6
1518,2012,ok,373.0,7
1519,2012,ok,373.0,8
1520,2012,ok,373.0,9
1521,2012,ok,373.0,10
1522,2012,ok,373.0,11
1523,2012,ok,373.0,12
1524,2013,ok,372.38120128007284,1
1525,2013,ok,372.0216544001266,2
1526,2013,ok,371.9091546474359,3
1527,2013,ok,372.031497309275,4
1528,2013,ok,372.3764776729187,5
1529,2013,ok,372.93189102564105,6
1530,2013,ok,373.68553265471667,7
1531,2013,ok,374.6251978474201,8
1532,2013,ok,375.7386818910257,9
1533,2013,ok,377.01378007280783,10
1534,2013,ok,378.4382876800412,11
1535,2013,ok,380.0,12
1536,2014,ok,381.6867123199588,1
1537,2014,ok,383.4862199271921,2
1538,2014,ok,385.38631810897436,3
1539,2014,ok,387.3748021525799,4
1540,2014,ok,389.4394673452833,5
1541,2014,ok,391.56810897435895,6
1542,2014,ok,393.74852232708133,7
1543,2014,ok,395.96850269072496,8
1544,2014,ok,398.2158453525641,9
1545,2014,ok,400.4783455998733,10
1546,2014,ok,402.7437987199272,11
1547,2014,ok,405.0,12
1548,2015,ok,407.2371114771288,1
1549,2015,ok,409.4547621874011,2
1550,2015,ok,411.65494791666674,3
1551,2015,ok,413.83966445077556,4
1552,2015,ok,416.0109075755777,5
1553,2015,ok,418.1706730769231,6
1554,2015,ok,420.3209567406617,7
1555,2015,ok,422.46375435264326,8
1556,2015,ok,424.601061698718,9
1557,2015,ok,426.73487456473566,10
1558,2015,ok,428.8671887365464,11
1559,2015,ok,431.0,12
1560,2016,ok,433.1304667715258,1
1561,2016,ok,435.2363979898702,2
1562,2016,ok,437.29076522435906,3
1563,2016,ok,439.2665400443179,4
1564,2016,ok,441.1366940190725,5
1565,2016,ok,442.87419871794873,6
1566,2016,ok,444.4520257102722,7
1567,2016,ok,445.8431465653688,8
1568,2016,ok,447.02053285256414,9
1569,2016,ok,447.9571561411839,10
1570,2016,ok,448.6259880005539,11
1571,2016,ok,449.0,12
1572,2017,ok,449.0633593997308,1
1573,2017,ok,448.84501622348836,2
1574,2017,ok,448.3851161858975,3
1575,2017,ok,447.7238050015827,4
1576,2017,ok,446.9012283851693,5
1577,2017,ok,445.95753205128204,6
1578,2017,ok,444.9328617145457,7
1579,2017,ok,443.8673630895853,8
1580,2017,ok,442.80118189102564,9
1581,2017,ok,441.77446383349155,10
1582,2017,ok,440.82735463160805,11
1583,2017,ok,440.0,12
