,year,USstate,Number of establishments (ESTAB),month
1584,2018,ok,439.322114148069,1
1585,2018,ok,438.7816852643241,2
1586,2018,ok,438.3562700320512,3
1587,2018,ok,438.02342513453624,4
1588,2018,ok,437.760707255065,5
1589,2018,ok,437.5456730769231,6
1590,2018,ok,437.3558792833966,7
1591,2018,ok,437.16888255777144,8
1592,2018,ok,436.96223958333337,9
1593,2018,ok,436.7135070433681,10
1594,2018,ok,436.4002416211617,11
1595,2018,ok,436.0,12
1596,2019,ok,435.49482752651153,1
1597,2019,ok,434.8847242006964,2
1598,2019,ok,434.17417868589746,3
1599,2019,ok,433.3676796454575,4
1600,2019,ok,432.4697157427192,5
1601,2019,ok,431.48477564102575,6
1602,2019,ok,430.4173480037196,7
1603,2019,ok,429.2719214941437,8
1604,2019,ok,428.0529847756411,9
1605,2019,ok,426.7650265115543,10
1606,2019,ok,425.41253536522635,11
1607,2019,ok,424.0,12
1608,2020,ok,422.5319090792182,1
1609,2020,ok,421.0127512662235,2
1610,2020,ok,419.44701522435906,3
1611,2020,ok,417.8391896169675,4
1612,2020,ok,416.1937631073916,5
1613,2020,ok,414.5152243589745,6
1614,2020,ok,412.8080620350587,7
1615,2020,ok,411.07676479898697,8
1616,2020,ok,409.32582131410265,9
1617,2020,ok,407.559720243748,10
1618,2020,ok,405.78295025126624,11
1619,2020,ok,404.0,12
1620,2012,fl,1367.0,1
1621,2012,fl,1367.0,2
1622,2012,fl,1367.0,3
1623,2012,fl,1367.0,4
1624,2012,fl,1367.0,5
1625,2012,fl,1367.0,6
1626,2012,fl,1367.0,7
1627,2012,fl,1367.0,8
1628,2012,fl,1367.0,9
1629,2012,fl,1367.0,10
1630,2012,fl,1367.0,11
1631,2012,fl,1367.0,12
1632,2013,fl,1370.5669032179883,1
1633,2013,fl,1373.5408703308005,2
1634,2013,fl,1375.9688601762823,3
1635,2013,fl,1377.897831592276,4
1636,2013,fl,1379.3747434166276,5
1637,2013,fl,1380.4465544871796,6
1638,2013,fl,1381.1602236417775,7
1639,2013,fl,1381.5627097182653,8
1640,2013,fl,1381.7009715544873,9
1641,2013,fl,1381.6219679882875,10
1642,2013,fl,1381.3726578575104,11
1643,2013,fl,1381.0,12
1644,2014,fl,1380.5509532536007,1
1645,2014,fl,1380.0724764561571,2
1646,2014,fl,1379.611528445513,3
1647,2014,fl,1379.2150680595123,4
1648,2014,fl,1378.9300541360005,5
1649,2014,fl,1378.8034455128204,6
1650,2014,fl,1378.8822010278172,7
1651,2014,fl,1379.2132795188352,8
1652,2014,fl,1379.843639823718,9
1653,2014,fl,1380.82024078031,10
1654,2014,fl,1382.1900412264563,11
1655,2014,fl,1384.0,12
1656,2015,fl,1386.2773161750156,1
1657,2015,fl,1388.970149770497,2
1658,2015,fl,1392.0069010416667,3
1659,2015,fl,1395.3159702437479,4
1660,2015,fl,1398.8257576319638,5
1661,2015,fl,1402.4646634615385,6
1662,2015,fl,1406.1610879876937,7
1663,2015,fl,1409.8434314656536,8
1664,2015,fl,1413.4400941506408,9
1665,2015,fl,1416.879476297879,10
1666,2015,fl,1420.089978162591,11
1667,2015,fl,1423.0,12
1668,2016,fl,1425.5533237130023,1
1669,2016,fl,1427.755257795188,2
1670,2016,fl,1429.6264923878207,3
1671,2016,fl,1431.1877176321623,4
1672,2016,fl,1432.459623669476,5
1673,2016,fl,1433.462900641026,6
1674,2016,fl,1434.2182386880736,7
1675,2016,fl,1434.7463279518836,8
1676,2016,fl,1435.0678585737185,9
1677,2016,fl,1435.20352069484,10
1678,2016,fl,1435.174004456513,11
1679,2016,fl,1435.0,12
1680,2017,fl,1434.7015186026035,1
1681,2017,fl,1434.2958560857865,2
1682,2017,fl,1433.7996294070515,3
1683,2017,fl,1433.2294555238998,4
1684,2017,fl,1432.601951393835,5
1685,2017,fl,1431.9337339743593,6
1686,2017,fl,1431.241420222974,7
1687,2017,fl,1430.5416270971825,8
1688,2017,fl,1429.8509715544876,9
1689,2017,fl,1429.18607055239,10
1690,2017,fl,1428.5635410483933,11
1691,2017,fl,1428.0,12
1692,2018,fl,1427.5132870617679,1
1693,2018,fl,1427.1261326764798,2
1694,2018,fl,1426.8624899839742,3
1695,2018,fl,1426.7463121240899,4
1696,2018,fl,1426.8015522366652,5
1697,2018,fl,1427.0521634615386,6
1698,2018,fl,1427.5220989385482,7
1699,2018,fl,1428.235311807534,8
1700,2018,fl,1429.2157552083333,9
1701,2018,fl,1430.4873822807851,10
1702,2018,fl,1432.0741461647276,11
1703,2018,fl,1434.0,12
1704,2019,fl,1436.2760044466206,1
1705,2019,fl,1438.8616502453306,2
1706,2019,fl,1441.7035356570514,3
1707,2019,fl,1444.7482589427034,4
1708,2019,fl,1447.9424183632084,5
1709,2019,fl,1451.2326121794874,6
1710,2019,fl,1454.5654386524616,7
1711,2019,fl,1457.8874960430517,8
1712,2019,fl,1461.1453826121797,9
1713,2019,fl,1464.285696620766,10
1714,2019,fl,1467.2550363297323,11
1715,2019,fl,1470.0,12
1716,2020,fl,1472.4671858924899,1
1717,2020,fl,1474.6031922681227,2
1718,2020,fl,1476.3546173878208,3
1719,2020,fl,1477.668059512504,4
1720,2020,fl,1478.490116903094,5
1721,2020,fl,1478.767387820513,6
1722,2020,fl,1478.446470525681,7
1723,2020,fl,1477.4739632795186,8
1724,2020,fl,1475.7964643429489,9
1725,2020,fl,1473.3605719768914,10
1726,2020,fl,1470.112884442268,11
1727,2020,fl,1466.0,12
1728,2012,in,792.0,1
1729,2012,in,792.0,2
1730,2012,in,792.0,3
1731,2012,in,792.0,4
1732,2012,in,792.0,5
1733,2012,in,792.0,6
1734,2012,in,792.0,7
1735,2012,in,792.0,8
1736,2012,in,792.0,9
1737,2012,in,792.0,10
1738,2012,in,792.0,11
1739,2012,in,792.0,12
1740,2013,in,789.609644196146,1
1741,2013,in,787.6834391817031,2
1742,2013,in,786.1943409455127,3
1743,2013,in,785.1153054764164,4
1744,2013,in,784.419288763256,5
1745,2013,in,784.0792467948719,6
1746,2013,in,784.068135560106,7
1747,2013,in,784.3589110478,8
1748,2013,in,784.9245292467949,9
1749,2013,in,785.7379461459323,10
1750,2013,in,786.7721177340536,11
1751,2013,in,788.0,12
1752,2014,in,789.3945489326131,1
1753,2014,in,790.9287205207345,2
1754,2014,in,792.5754707532053,3
1755,2014,in,794.3077556188668,4
1756,2014,in,796.0985311065607,5
1757,2014,in,797.9207532051282,6
1758,2014,in,799.747377903411,7
1759,2014,in,801.5513611902503,8
1760,2014,in,803.3056590544873,9
1761,2014,in,804.9832274849635,10
1762,2014,in,806.5570224705208,11
1763,2014,in,808.0,12
1764,2015,in,809.2919054437717,1
1765,2015,in,810.4396416983222,2
1766,2015,in,811.4569010416666,3
1767,2015,in,812.3573757518202,4
1768,2015,in,813.1547581067979,5
1769,2015,in,813.8627403846154,6
1770,2015,in,814.4950148632875,7
1771,2015,in,815.0652738208294,8
1772,2015,in,815.5872095352564,9
1773,2015,in,816.0745142845835,10
1774,2015,in,816.5408803468264,11
1775,2015,in,817.0,12
1776,2016,in,817.4673431811885,1
1777,2016,in,817.9654904637542,2
1778,2016,in,818.5188000801284,3
1779,2016,in,819.1516302627413,4
1780,2016,in,819.8883392440249,5
1781,2016,in,820.7532852564102,6
1782,2016,in,821.7708265323282,7
1783,2016,in,822.9653213042102,8
1784,2016,in,824.3611278044872,9
1785,2016,in,825.9826042655902,10
1786,2016,in,827.8541089199507,11
1787,2016,in,830.0,12
1788,2017,in,832.4266847944364,1
1789,2017,in,835.0687668170307,2
1790,2017,in,837.8428986378207,3
1791,2017,in,840.665732826844,4
1792,2017,in,843.4539219541389,5
1793,2017,in,846.1241185897436,6
1794,2017,in,848.5929753036957,7
1795,2017,in,850.7771446660333,8
1796,2017,in,852.593279246795,9
1797,2017,in,853.9580316160175,10
1798,2017,in,854.7880543437399,11
1799,2017,in,855.0,12
1800,2018,in,854.5394593077317,1
1801,2018,in,853.467775601456,2
1802,2018,in,851.8752303685897,3
1803,2018,in,849.8521050965494,4
1804,2018,in,847.4886812727524,5
1805,2018,in,844.8752403846153,6
1806,2018,in,842.102063919555,7
1807,2018,in,839.2594333649888,8
1808,2018,in,836.4376302083333,9
1809,2018,in,833.7269359370054,10
1810,2018,in,831.2176320384218,11
1811,2018,in,829.0,12
1812,2019,in,827.1446446413026,1
1813,2019,in,825.6434641104778,2
1814,2019,in,824.4686798878204,3
1815,2019,in,823.5925134536245,4
1816,2019,in,822.9871862881846,5
1817,2019,in,822.6249198717949,6
1818,2019,in,822.4779356847499,7
1819,2019,in,822.518455207344,8
1820,2019,in,822.7186999198719,9
1821,2019,in,823.0508913026274,10
1822,2019,in,823.4872508359052,11
1823,2019,in,824.0,12
1824,2020,in,824.5613602752059,1
1825,2020,in,825.1435531418169,2
1826,2020,in,825.7188000801282,3
1827,2020,in,826.2593225704337,4
1828,2020,in,826.7373420930278,5
1829,2020,in,827.1250801282051,6
1830,2020,in,827.39475815626,7
1831,2020,in,827.5185976574865,8
1832,2020,in,827.4688201121795,9
1833,2020,in,827.2176470006331,10
1834,2020,in,826.7372998031418,11
1835,2020,in,826.0,12
1836,2012,nh,96.0,1
1837,2012,nh,96.0,2
1838,2012,nh,96.0,3
1839,2012,nh,96.0,4
1840,2012,nh,96.0,5
1841,2012,nh,96.0,6
1842,2012,nh,96.0,7
1843,2012,nh,96.0,8
1844,2012,nh,96.0,9
1845,2012,nh,96.0,10
1846,2012,nh,96.0,11
1847,2012,nh,96.0,12
1848,2013,nh,97.28396075696423,1
1849,2013,nh,98.37186411839188,2
1850,2013,nh,99.27522035256412,3
1851,2013,nh,100.00553972776193,4
1852,2013,nh,100.57433251226657,5
1853,2013,nh,100.99310897435899,6
1854,2013,nh,101.27337938232034,7
1855,2013,nh,101.42665400443178,8
1856,2013,nh,101.46444310897438,9
1857,2013,nh,101.39825696422919,10
1858,2013,nh,101.23960583847737,11
1859,2013,nh,101.0,12
1860,2014,nh,100.69094971707817,1
1861,2014,nh,100.32396525799302,2
1862,2014,nh,99.91055689102566,3
1863,2014,nh,99.4622348844571,4
1864,2014,nh,98.99050950656853,5
1865,2014,nh,98.50689102564104,6
1866,2014,nh,98.02288970995568,7
1867,2014,nh,97.5500158277936,8
1868,2014,nh,97.0997796474359,9
1869,2014,nh,96.68369143716365,10
1870,2014,nh,96.313261465258,11
1871,2014,nh,96.0,12
1872,2015,nh,95.75258759694522,1
1873,2015,nh,95.56838596074708,2
1874,2015,nh,95.44192708333333,3
1875,2015,nh,95.36774295663184,4
1876,2015,nh,95.3403655725704,5
1877,2015,nh,95.35432692307693,6
1878,2015,nh,95.40415900007913,7
1879,2015,nh,95.4843937955049,8
1880,2015,nh,95.58956330128206,9
1881,2015,nh,95.71419950933839,10
1882,2015,nh,95.85283441160176,11
1883,2015,nh,96.0,12
1884,2016,nh,96.1505517469927,1
1885,2016,nh,96.30063904716681,2
1886,2016,nh,96.44673477564102,3
1887,2016,nh,96.58531180753403,4
1888,2016,nh,96.71284301796453,5
1889,2016,nh,96.82580128205127,6
1890,2016,nh,96.92065947491292,7
1891,2016,nh,96.99389047166824,8
1892,2016,nh,97.0419671474359,9
1893,2016,nh,97.06136237733459,10
1894,2016,nh,97.04854903648305,11
1895,2016,nh,97.0,12
1896,2017,nh,96.91372393360238,1
1897,2017,nh,96.79387266540044,2
1898,2017,nh,96.64613381410257,3
1899,2017,nh,96.47619499841721,4
1900,2017,nh,96.28974383705285,5
1901,2017,nh,96.09246794871794,6
1902,2017,nh,95.89005495212092,7
1903,2017,nh,95.68819246597025,8
1904,2017,nh,95.49256810897437,9
1905,2017,nh,95.30886949984172,10
1906,2017,nh,95.14278425728078,11
1907,2017,nh,95.0,12
1908,2018,nh,94.88494603711617,1
1909,2018,nh,94.79701843937954,2
1910,2018,nh,94.73435496794872,3
1911,2018,nh,94.69509338398227,4
1912,2018,nh,94.67737144863882,5
1913,2018,nh,94.67932692307693,6
1914,2018,nh,94.69909756845519,7
1915,2018,nh,94.73482114593226,8
1916,2018,nh,94.78463541666667,9
1917,2018,nh,94.84667814181702,10
1918,2018,nh,94.91908708254192,11
1919,2018,nh,95.0,12
1920,2019,nh,95.08757988089585,1
1921,2019,nh,95.18009061411837,2
1922,2019,nh,95.27582131410256,3
1923,2019,nh,95.3730610952833,4
1924,2019,nh,95.47009907209559,5
1925,2019,nh,95.56522435897436,6
1926,2019,nh,95.65672607035455,7
1927,2019,nh,95.74289332067109,8
1928,2019,nh,95.82201522435898,9
1929,2019,nh,95.89238089585312,10
1930,2019,nh,95.95227944958846,11
1931,2019,nh,96.0,12
1932,2020,nh,96.03383166152264,1
1933,2020,nh,96.05206354859132,2
1934,2020,nh,96.05298477564104,3
1935,2020,nh,96.03488445710667,4
1936,2020,nh,95.99605170742322,5
1937,2020,nh,95.93477564102565,6
1938,2020,nh,95.84934537234886,7
1939,2020,nh,95.73805001582778,8
1940,2020,nh,95.59917868589744,9
1941,2020,nh,95.43102049699272,10
1942,2020,nh,95.23186456354858,11
1943,2020,nh,95.0,12
1944,2012,oh,837.0,1
1945,2012,oh,837.0,2
1946,2012,oh,837.0,3
1947,2012,oh,837.0,4
1948,2012,oh,837.0,5
1949,2012,oh,837.0,6
1950,2012,oh,837.0,7
1951,2012,oh,837.0,8
1952,2012,oh,837.0,9
1953,2012,oh,837.0,10
1954,2012,oh,837.0,11
1955,2012,oh,837.0,12
1956,2013,oh,835.6899958452042,1
1957,2013,oh,834.2434710351376,2
1958,2013,oh,832.6728365384615,3
1959,2013,oh,830.9905033238365,4
1960,2013,oh,829.2088823599241,5
1961,2013,oh,827.3403846153849,6
1962,2013,oh,825.3974210588793,7
1963,2013,oh,823.3924026590695,8
1964,2013,oh,821.3377403846156,9
1965,2013,oh,819.2458452041785,10
1966,2013,oh,817.12912808642,11
1967,2013,oh,815.0,12
1968,2014,oh,812.8708719135801,1
1969,2014,oh,810.7541547958215,2
1970,2014,oh,808.6622596153848,3
1971,2014,oh,806.6075973409307,4
1972,2014,oh,804.6025789411207,5
1973,2014,oh,802.6596153846156,6
1974,2014,oh,800.791117640076,7
1975,2014,oh,799.0094966761634,8
1976,2014,oh,797.3271634615385,9
1977,2014,oh,795.7565289648622,10
1978,2014,oh,794.3100041547958,11
1979,2014,oh,793.0,12
1980,2015,oh,791.8369331671415,1
1981,2015,oh,790.8232431149098,2
1982,2015,oh,789.9593750000001,3
1983,2015,oh,789.2457739791073,4
1984,2015,oh,788.6828852089267,5
1985,2015,oh,788.2711538461539,6
1986,2015,oh,788.0110250474835,7
1987,2015,oh,787.9029439696105,8
1988,2015,oh,787.9473557692306,9
1989,2015,oh,788.1447056030389,10
1990,2015,oh,788.4954386277302,11
1991,2015,oh,789.0,12
1992,2016,oh,789.6448213437797,1
1993,2016,oh,790.3602801519468,2
1994,2016,oh,791.0627403846155,3
1995,2016,oh,791.6685660018992,4
1996,2016,oh,792.0941209639126,5
1997,2016,oh,792.2557692307691,6
1998,2016,oh,792.069874762583,7
1999,2016,oh,791.4528015194682,8
2000,2016,oh,790.3209134615386,9
2001,2016,oh,788.5905745489079,10
2002,2016,oh,786.1781487416902,11
2003,2016,oh,783.0,12
2004,2017,oh,779.0073925688507,1
2005,2017,oh,774.2911918328584,2
2006,2017,oh,768.9771634615385,3
2007,2017,oh,763.1910731244064,4
2008,2017,oh,757.0586864909781,5
2009,2017,oh,750.7057692307692,6
2010,2017,oh,744.2580870132952,7
2011,2017,oh,737.8414055080722,8
2012,2017,oh,731.5814903846154,9
2013,2017,oh,725.6041073124406,10
2014,2017,oh,720.0350219610636,11
2015,2017,oh,715.0,12
2016,2018,oh,710.5918120845204,1
2017,2018,oh,706.7712488129154,2
2018,2018,oh,703.4661057692308,3
2019,2018,oh,700.604178537512,4
2020,2018,oh,698.1132627018045,5
2021,2018,oh,695.921153846154,6
2022,2018,oh,693.9556475546058,7
2023,2018,oh,692.1445394112061,8
2024,2018,oh,690.4156250000001,9
2025,2018,oh,688.6966999050334,10
2026,2018,oh,686.9155597103514,11
2027,2018,oh,685.0,12
2028,2019,oh,682.8967711301044,1
2029,2019,oh,680.6284425451091,2
2030,2019,oh,678.2365384615385,3
2031,2019,oh,675.7625830959166,4
2032,2019,oh,673.2481006647673,5
2033,2019,oh,670.7346153846154,6
2034,2019,oh,668.2636514719849,7
2035,2019,oh,665.8767331433999,8
2036,2019,oh,663.6153846153848,9
2037,2019,oh,661.5211301044634,10
2038,2019,oh,659.6354938271604,11
2039,2019,oh,658.0,12
2040,2020,oh,656.6561728395062,1
2041,2020,oh,655.6455365622032,2
2042,2020,oh,655.0096153846155,3
2043,2020,oh,654.7899335232669,4
2044,2020,oh,655.0280151946819,5
2045,2020,oh,655.7653846153846,6
2046,2020,oh,657.0435660018995,7
2047,2020,oh,658.9040835707501,8
2048,2020,oh,661.3884615384616,9
2049,2020,oh,664.5382241215574,10
2050,2020,oh,668.3948955365622,11
2051,2020,oh,673.0,12
2052,2012,de,236.0,1
2053,2012,de,236.0,2
2054,2012,de,236.0,3
2055,2012,de,236.0,4
2056,2012,de,236.0,5
2057,2012,de,236.0,6
2058,2012,de,236.0,7
2059,2012,de,236.0,8
2060,2012,de,236.0,9
2061,2012,de,236.0,10
2062,2012,de,236.0,11
2063,2012,de,236.0,12
2064,2013,de,235.46264418130735,1
2065,2013,de,235.1343087211143,2
2066,2013,de,234.9997796474359,3
2067,2013,de,235.04384298828742,4
2068,2013,de,235.2512847716841,5
2069,2013,de,235.60689102564106,6
2070,2013,de,236.09544777817348,7
2071,2013,de,236.70174105729663,8
2072,2013,de,237.4105568910257,9
2073,2013,de,238.20668130737576,10
2074,2013,de,239.0749003343622,11
2075,2013,de,240.0,12
2076,2014,de,240.96676633230453,1
2077,2014,de,241.95998535929093,2
2078,2014,de,242.96444310897442,3
2079,2014,de,243.96492560937006,4
2080,2014,de,244.9462188884932,5
2081,2014,de,245.893108974359,6
2082,2014,de,246.7903818949826,7
2083,2014,de,247.62282367837926,8
2084,2014,de,248.3752203525641,9
2085,2014,de,249.03235794555235,10
2086,2014,de,249.5790224853593,11
2087,2014,de,250.0,12
2088,2015,de,250.28545252651153,1
2089,2015,de,250.44704613801838,2
2090,2015,de,250.50182291666667,3
2091,2015,de,250.4668249446027,4
2092,2015,de,250.35909430397277,5
2093,2015,de,250.19567307692307,6
2094,2015,de,249.9936033455999,7
2095,2015,de,249.7699271921494,8
2096,2015,de,249.54168669871794,9
2097,2015,de,249.3259239474517,10
2098,2015,de,249.139681020497,11
2099,2015,de,249.0,12
2100,2016,de,248.91978004313071,1
2101,2016,de,248.89534860715415,2
2102,2016,de,248.918890224359,3
2103,2016,de,248.9825894270339,4
2104,2016,de,249.07863074746754,5
2105,2016,de,249.19919871794875,6
2106,2016,de,249.3364778707661,7
2107,2016,de,249.48265273820832,8
2108,2016,de,249.62990785256417,9
2109,2016,de,249.77042774612215,10
2110,2016,de,249.89639695117123,11
2111,2016,de,250.0,12
2112,2017,de,250.0765152639284,1
2113,2017,de,250.133596470402,2
2114,2017,de,250.1819911858975,3
2115,2017,de,250.23244697689142,4
2116,2017,de,250.2957114098607,5
2117,2017,de,250.38253205128206,6
2118,2017,de,250.50365646763214,7
2119,2017,de,250.66983222538775,8
2120,2017,de,250.89180689102565,9
2121,2017,de,251.18032803102244,10
2122,2017,de,251.546143211855,11
2123,2017,de,252.0,12
2124,2018,de,252.54788575300725,1
2125,2018,de,253.17674699271916,2
2126,2018,de,253.86877003205126,3
2127,2018,de,254.6061411839189,4
2128,2018,de,255.37104676123772,5
2129,2018,de,256.14567307692306,6
2130,2018,de,256.9122064438904,7
2131,2018,de,257.6528331750554,8
2132,2018,de,258.3497395833333,9
2133,2018,de,258.98511198163976,10
2134,2018,de,259.5411366828901,11
2135,2018,de,260.0,12
2136,2019,de,260.3494185758943,1
2137,2019,de,260.5992303735358,2
2138,2019,de,260.7648036858974,3
2139,2019,de,260.8615068059512,4
2140,2019,de,260.9047080266698,5
2141,2019,de,260.90977564102565,6
2142,2019,de,260.89207794199115,7
2143,2019,de,260.86698322253875,8
2144,2019,de,260.84985977564105,9
2145,2019,de,260.85607589427036,10
2146,2019,de,260.90099987139916,11
2147,2019,de,261.0,12
2148,2020,de,261.16844457304535,1
2149,2020,de,261.42170188350747,2
2150,2020,de,261.775140224359,3
2151,2020,de,262.2441278885724,4
2152,2020,de,262.84403316911994,5
2153,2020,de,263.5902243589744,6
2154,2020,de,264.498069751108,7
2155,2020,de,265.58293763849315,8
2156,2020,de,266.8601963141026,9
2157,2020,de,268.3452140709085,10
2158,2020,de,270.0533592018835,11
2159,2020,de,272.0,12
2160,2012,mo,378.0,1
2161,2012,mo,378.0,2
2162,2012,mo,378.0,3
2163,2012,mo,378.0,4
2164,2012,mo,378.0,5
2165,2012,mo,378.0,6
2166,2012,mo,378.0,7
2167,2012,mo,378.0,8
2168,2012,mo,378.0,9
2169,2012,mo,378.0,10
2170,2012,mo,378.0,11
2171,2012,mo,378.0,12
2172,2013,mo,379.7779827971669,1
2173,2013,mo,381.3330860240582,2
2174,2013,mo,382.67610176282056,3
2175,2013,mo,383.8178220955999,4
2176,2013,mo,384.76903910454274,5
2177,2013,mo,385.5405448717949,6
2178,2013,mo,386.14313147950304,7
2179,2013,mo,386.58759100981325,8
2180,2013,mo,386.8847155448719,9
2181,2013,mo,387.0452971668249,10
2182,2013,mo,387.080127957819,11
2183,2013,mo,387.0,12
2184,2014,mo,386.8157053755144,1
2185,2014,mo,386.5380361665084,2
2186,2014,mo,386.1777844551283,3
2187,2014,mo,385.7457423235201,4
2188,2014,mo,385.25270185383033,5
2189,2014,mo,384.7094551282052,6
2190,2014,mo,384.1267942287908,7
2191,2014,mo,383.5155112377335,8
2192,2014,mo,382.8863982371795,9
2193,2014,mo,382.25024730927504,10
2194,2014,mo,381.61785053616654,11
2195,2014,mo,381.0,12
2196,2015,mo,380.4088484785533,1
2197,2015,mo,379.8619915321304,2
2198,2015,mo,379.3783854166667,3
2199,2015,mo,378.9769863880975,4
2200,2015,mo,378.6767507023583,5
2201,2015,mo,378.49663461538466,6
2202,2015,mo,378.45559438311176,7
2203,2015,mo,378.5725862614751,8
2204,2015,mo,378.8665665064102,9
2205,2015,mo,379.35649137385246,10
2206,2015,mo,380.0613171197372,11
2207,2015,mo,381.0,12
2208,2016,mo,382.1791090436055,1
2209,2016,mo,383.5556643716365,2
2210,2016,mo,385.0742988782052,3
2211,2016,mo,386.6796454574232,4
2212,2016,mo,388.31633700340296,5
2213,2016,mo,389.9290064102564,6
2214,2016,mo,391.46228657209554,7
2215,2016,mo,392.8608103830326,8
2216,2016,mo,394.0692107371795,9
2217,2016,mo,395.03212052864825,10
2218,2016,mo,395.69417265155107,11
2219,2016,mo,396.0,12
2220,2017,mo,395.9134884951725,1
2221,2017,mo,395.47553616650833,2
2222,2017,mo,394.7462940705128,3
2223,2017,mo,393.78591326369104,4
2224,2017,mo,392.6545448025483,5
2225,2017,mo,391.4123397435897,6
2226,2017,mo,390.1194491433207,7
2227,2017,mo,388.83602405824627,8
2228,2017,mo,387.6222155448719,9
2229,2017,mo,386.53817465970246,10
2230,2017,mo,385.6440524592434,11
2231,2017,mo,385.0,12
2232,2018,mo,384.6507332720006,1
2233,2018,mo,384.57922799936694,2
2234,2018,mo,384.75302483974355,3
2235,2018,mo,385.1396644507756,4
2236,2018,mo,385.70668749010764,5
2237,2018,mo,386.4216346153846,6
2238,2018,mo,387.2520464842513,7
2239,2018,mo,388.1654637543527,8
2240,2018,mo,389.1294270833334,9
2241,2018,mo,390.11147712883826,10
2242,2018,mo,391.0791545485122,11
2243,2018,mo,392.0,12
2244,2019,mo,392.8481617501583,1
2245,2019,mo,393.62421850269067,2
2246,2019,mo,394.33535657051283,3
2247,2019,mo,394.9887622665401,4
2248,2019,mo,395.5916219036879,5
2249,2019,mo,396.15112179487187,6
2250,2019,mo,396.6744482530073,7
2251,2019,mo,397.1687875910098,8
2252,2019,mo,397.641326121795,9
2253,2019,mo,398.0992501582779,10
2254,2019,mo,398.5497460133745,11
2255,2019,mo,399.0,12
2256,2020,mo,399.4571984310701,1
2257,2020,mo,399.92852761949985,2
2258,2020,mo,400.4211738782052,3
2259,2020,mo,400.94232352010135,4
2260,2020,mo,401.4991628581038,5
2261,2020,mo,402.09887820512824,6
2262,2020,mo,402.74865587409,7
2263,2020,mo,403.45568217790435,8
2264,2020,mo,404.2271434294872,9
2265,2020,mo,405.07022594175373,10
2266,2020,mo,405.9921160276195,11
2267,2020,mo,407.0,12
2268,2012,wa,445.0,1
2269,2012,wa,445.0,2
2270,2012,wa,445.0,3
2271,2012,wa,445.0,4
2272,2012,wa,445.0,5
2273,2012,wa,445.0,6
2274,2012,wa,445.0,7
2275,2012,wa,445.0,8
2276,2012,wa,445.0,9
2277,2012,wa,445.0,10
2278,2012,wa,445.0,11
2279,2012,wa,445.0,12
2280,2013,wa,427.2941897158911,1
2281,2013,wa,411.343759892371,2
2282,2013,wa,397.0560496794871,3
2283,2013,wa,384.33839822728703,4
2284,2013,wa,373.09814468581834,5
2285,2013,wa,363.24262820512814,6
2286,2013,wa,354.6791879352643,7
2287,2013,wa,347.31516302627415,8
2288,2013,wa,341.05789262820514,9
2289,2013,wa,335.8147158911047,10
2290,2013,wa,331.49297196502056,11
2291,2013,wa,328.0,12
2292,2014,wa,325.24313914609047,1
2293,2014,wa,323.12972855333965,2
2294,2014,wa,321.56710737179486,3
2295,2014,wa,320.4626147515036,4
2296,2014,wa,319.72358984251343,5
2297,2014,wa,319.2573717948718,6
2298,2014,wa,318.9712997586262,7
2299,2014,wa,318.772712883824,8
2300,2014,wa,318.56895032051284,9
2301,2014,wa,318.2673512187401,10
2302,2014,wa,317.77525472855336,11
2303,2014,wa,317.0,12
2304,2015,wa,315.8721425886356,1
2305,2015,wa,314.41510367204813,2
2306,2015,wa,312.67552083333334,3
2307,2015,wa,310.7000316555872,4
2308,2015,wa,308.53527372190564,5
2309,2015,wa,306.2278846153846,6
2310,2015,wa,303.82450191912,7
2311,2015,wa,301.3717632162076,8
2312,2015,wa,298.91630608974356,9
2313,2015,wa,296.50476812282363,10
2314,2015,wa,294.1837868985438,11
2315,2015,wa,292.0,12
2316,2016,wa,289.9899340178854,1
2317,2016,wa,288.1496715732826,2
2318,2016,wa,286.4651842948718,3
2319,2016,wa,284.92244381133264,4
2320,2016,wa,283.50742175134536,5
2321,2016,wa,282.2060897435897,6
2322,2016,wa,281.00441941674575,7
2323,2016,wa,279.8883823994935,8
2324,2016,wa,278.8439503205128,9
2325,2016,wa,277.8570948084837,10
2326,2016,wa,276.91378749208604,11
2327,2016,wa,276.0,12
2328,2017,wa,275.1056213398227,1
2329,2017,wa,274.23621003482117,2
2330,2017,wa,273.4012419871795,3
2331,2017,wa,272.610193099082,4
2332,2017,wa,271.87253927271286,5
2333,2017,wa,271.19775641025643,6
2334,2017,wa,270.5953204138968,7
2335,2017,wa,270.0747071858183,8
2336,2017,wa,269.6453926282052,9
2337,2017,wa,269.3168526432415,10
2338,2017,wa,269.09856313311167,11
2339,2017,wa,269.0,12
2340,2018,wa,269.0250806228237,1
2341,2018,wa,269.1554882874327,2
2342,2018,wa,269.36734775641025,3
2343,2018,wa,269.6367837923393,4
2344,2018,wa,269.9399211578031,5
2345,2018,wa,270.25288461538463,6
2346,2018,wa,270.55179892766694,7
2347,2018,wa,270.81278885723333,8
2348,2018,wa,271.0119791666667,9
2349,2018,wa,271.1254946185502,10
2350,2018,wa,271.1294599754669,11
2351,2018,wa,271.0,12
2352,2019,wa,270.7199820948085,1
2353,2019,wa,270.29924422285524,2
2354,2019,wa,269.7543669871795,3
2355,2019,wa,269.1019309908199,4
2356,2019,wa,268.35851683681545,5
2357,2019,wa,267.54070512820516,6
