,year,USstate,cost_of_living_index,month
805,2019,mn,80.48948964727687,2
806,2019,mn,79.93494528102042,3
807,2019,mn,79.35246463788685,4
808,2019,mn,78.75574010516583,5
809,2019,mn,78.158464070147,6
810,2019,mn,77.57432892012002,7
811,2019,mn,77.01702704237452,8
812,2019,mn,76.50025082420012,9
813,2019,mn,76.03769265288648,10
814,2019,mn,75.64304491572321,11
815,2019,mn,75.33,12
816,2020,mn,75.10864930339008,1
817,2020,mn,74.97468026510133,2
818,2020,mn,74.92017933472519,3
819,2020,mn,74.93723296185311,4
820,2020,mn,75.0179275960766,5
821,2020,mn,75.15434968698712,6
822,2020,mn,75.3385856841761,7
823,2020,mn,75.56272203723508,8
824,2020,mn,75.8188451957555,9
825,2020,mn,76.0990416093288,10
826,2020,mn,76.39539772754647,11
827,2020,mn,76.7,12
828,2021,mn,77.00745345559153,1
829,2021,mn,77.32243744046598,2
830,2021,mn,77.65214988007892,3
831,2021,mn,78.00378869988594,4
832,2021,mn,78.38455182534263,5
833,2021,mn,78.80163718190458,6
834,2021,mn,79.26224269502741,7
835,2021,mn,79.77356629016667,8
836,2021,mn,80.34280589277799,9
837,2021,mn,80.9771594283169,10
838,2021,mn,81.68382482223903,11
839,2021,mn,82.47,12
840,2012,ct,83.33835400387339,1
841,2012,ct,84.27344034340514,2
842,2012,ct,85.25528364495919,3
843,2012,ct,86.26390853489947,4
844,2012,ct,87.27933963958996,5
845,2012,ct,88.28160158539455,6
846,2012,ct,89.25071899867723,7
847,2012,ct,90.16671650580196,8
848,2012,ct,91.00961873313264,9
849,2012,ct,91.75945030703325,10
850,2012,ct,92.39623585386771,11
851,2012,ct,92.9,12
852,2013,ct,93.25637877602998,1
853,2013,ct,93.47345382950107,2
854,2013,ct,93.56491821219281,3
855,2013,ct,93.54446497588448,4
856,2013,ct,93.42578717235557,5
857,2013,ct,93.22257785338545,6
858,2013,ct,92.94853007075352,7
859,2013,ct,92.61733687623916,8
860,2013,ct,92.24269132162189,9
861,2013,ct,91.83828645868098,10
862,2013,ct,91.41781533919593,11
863,2013,ct,90.99497101494609,12
864,2014,ct,90.5834465377109,1
865,2014,ct,90.19693495926973,2
866,2014,ct,89.84912933140205,3
867,2014,ct,89.55372270588717,4
868,2014,ct,89.32440813450461,5
869,2014,ct,89.17487866903369,6
870,2014,ct,89.11882736125386,7
871,2014,ct,89.16994726294449,8
872,2014,ct,89.34193142588501,9
873,2014,ct,89.64847290185483,10
874,2014,ct,90.10326474263339,11
875,2014,ct,90.72,12
876,2015,ct,91.50107735048532,1
877,2015,ct,92.4037179696246,2
878,2015,ct,93.37384865770423,3
879,2015,ct,94.3573962150107,4
880,2015,ct,95.30028744183039,5
881,2015,ct,96.14844913844982,6
882,2015,ct,96.84780810515534,7
883,2015,ct,97.3442911422334,8
884,2015,ct,97.58382504997049,9
885,2015,ct,97.51233662865297,10
886,2015,ct,97.07575267856734,11
887,2015,ct,96.22,12
888,2016,ct,94.91542485947588,1
889,2016,ct,93.2300513884739,2
890,2016,ct,91.25632318471148,3
891,2016,ct,89.08668384590595,4
892,2016,ct,86.81357696977479,5
893,2016,ct,84.52944615403537,6
894,2016,ct,82.32673499640511,7
895,2016,ct,80.29788709460136,8
896,2016,ct,78.5353460463416,9
897,2016,ct,77.13155544934317,10
898,2016,ct,76.17895890132348,11
899,2016,ct,75.77,12
900,2017,ct,75.96635515605556,1
901,2017,ct,76.70663203203534,2
902,2017,ct,77.89867110344993,3
903,2017,ct,79.45031284580992,4
904,2017,ct,81.26939773462597,5
905,2017,ct,83.26376624540869,6
906,2017,ct,85.3412588536687,7
907,2017,ct,87.40971603491666,8
908,2017,ct,89.37697826466315,9
909,2017,ct,91.15088601841877,10
910,2017,ct,92.63927977169419,11
911,2017,ct,93.75,12
912,2018,ct,94.4140677107462,1
913,2018,ct,94.65522603894024,2
914,2018,ct,94.52039865148885,3
915,2018,ct,94.05650921529879,4
916,2018,ct,93.31048139727685,5
917,2018,ct,92.32923886432984,6
918,2018,ct,91.15970528336449,7
919,2018,ct,89.84880432128757,8
920,2018,ct,88.44345964500592,9
921,2018,ct,86.99059492142625,10
922,2018,ct,85.53713381745534,11
923,2018,ct,84.13,12
924,2019,ct,82.80791151565361,1
925,2019,ct,81.57676392975601,2
926,2019,ct,80.43424718733371,3
927,2019,ct,79.37805123341322,4
928,2019,ct,78.40586601302097,5
929,2019,ct,77.51538147118352,6
930,2019,ct,76.70428755292727,7
931,2019,ct,75.97027420327879,8
932,2019,ct,75.31103136726452,9
933,2019,ct,74.72424898991095,10
934,2019,ct,74.20761701624458,11
935,2019,ct,73.75882539129191,12
936,2020,ct,73.3755640600794,1
937,2020,ct,73.05552296763354,2
938,2020,ct,72.7963920589808,3
939,2020,ct,72.59586127914771,4
940,2020,ct,72.45162057316077,5
941,2020,ct,72.36135988604639,6
942,2020,ct,72.32276916283112,7
943,2020,ct,72.33353834854142,8
944,2020,ct,72.39135738820383,9
945,2020,ct,72.49391622684473,10
946,2020,ct,72.6389048094907,11
947,2020,ct,72.82401308116819,12
948,2021,ct,73.04693098690372,1
949,2021,ct,73.3053484717237,2
950,2021,ct,73.59695548065471,3
951,2021,ct,73.91944195872318,4
952,2021,ct,74.27049785095562,5
953,2021,ct,74.64781310237849,6
954,2021,ct,75.04907765801833,7
955,2021,ct,75.47198146290158,8
956,2021,ct,75.91421446205474,9
957,2021,ct,76.37346660050429,10
958,2021,ct,76.84742782327673,11
959,2021,ct,77.33378807539853,12
960,2012,wi,77.8302373018962,1
961,2012,wi,78.33446544779622,2
962,2012,wi,78.84416245812508,3
963,2012,wi,79.35701827790925,4
964,2012,wi,79.87072285217522,5
965,2012,wi,80.38296612594951,6
966,2012,wi,80.89143804425855,7
967,2012,wi,81.39382855212887,8
968,2012,wi,81.88782759458695,9
969,2012,wi,82.37112511665927,10
970,2012,wi,82.84141106337233,11
971,2012,wi,83.29637537975259,12
972,2013,wi,83.73370801082655,1
973,2013,wi,84.15109890162073,2
974,2013,wi,84.54623799716157,3
975,2013,wi,84.91681524247556,4
976,2013,wi,85.26052058258924,5
977,2013,wi,85.57504396252904,6
978,2013,wi,85.85807532732144,7
979,2013,wi,86.10730462199297,8
980,2013,wi,86.32042179157011,9
981,2013,wi,86.49511678107935,10
982,2013,wi,86.62907953554715,11
983,2013,wi,86.72,12
984,2014,wi,86.76736621729897,1
985,2014,wi,86.77785862164319,2
986,2014,wi,86.75995574506648,3
987,2014,wi,86.72213611960252,4
988,2014,wi,86.6728782772851,5
989,2014,wi,86.62066075014792,6
990,2014,wi,86.57396207022477,7
991,2014,wi,86.54126076954934,8
992,2014,wi,86.53103538015543,9
993,2014,wi,86.55176443407673,10
994,2014,wi,86.61192646334699,11
995,2014,wi,86.72,12
996,2015,wi,86.87942875796993,1
997,2015,wi,87.07351717879295,2
998,2015,wi,87.28053488590571,3
999,2015,wi,87.47875150274474,4
1000,2015,wi,87.64643665274676,5
1001,2015,wi,87.76185995934834,6
1002,2015,wi,87.80329104598614,7
1003,2015,wi,87.74899953609676,8
1004,2015,wi,87.57725505311686,9
1005,2015,wi,87.26632722048298,10
1006,2015,wi,86.79448566163181,11
1007,2015,wi,86.14,12
1008,2016,wi,85.29106458415463,1
1009,2016,wi,84.27557266318497,2
1010,2016,wi,83.13134221131084,3
1011,2016,wi,81.89619120275187,4
1012,2016,wi,80.6079376117279,5
1013,2016,wi,79.30439941245871,6
1014,2016,wi,78.023394579164,7
1015,2016,wi,76.80274108606362,8
1016,2016,wi,75.68025690737726,9
1017,2016,wi,74.69376001732468,10
1018,2016,wi,73.88106839012566,11
1019,2016,wi,73.28,12
1020,2017,wi,72.91671221096703,1
1021,2017,wi,72.77071994624485,2
1022,2017,wi,72.80987751885108,3
1023,2017,wi,73.00203924180337,4
1024,2017,wi,73.31505942811938,5
1025,2017,wi,73.71679239081682,6
1026,2017,wi,74.17509244291332,7
1027,2017,wi,74.65781389742655,8
1028,2017,wi,75.13281106737418,9
1029,2017,wi,75.56793826577383,10
1030,2017,wi,75.93104980564321,11
1031,2017,wi,76.19,12
1032,2018,wi,76.32068610901418,1
1033,2018,wi,76.33117718146518,2
1034,2018,wi,76.23758521328489,3
1035,2018,wi,76.05602220040504,4
1036,2018,wi,75.80260013875747,5
1037,2018,wi,75.49343102427397,6
1038,2018,wi,75.14462685288636,7
1039,2018,wi,74.77229962052647,8
1040,2018,wi,74.39256132312609,9
1041,2018,wi,74.02152395661699,10
1042,2018,wi,73.67529951693103,11
1043,2018,wi,73.37,12
1044,2019,wi,73.11679335297625,1
1045,2019,wi,72.90707132789436,2
1046,2019,wi,72.72728162800941,3
1047,2019,wi,72.5638719565765,4
1048,2019,wi,72.40329001685075,5
1049,2019,wi,72.23198351208728,6
1050,2019,wi,72.0364001455412,7
1051,2019,wi,71.80298762046758,8
1052,2019,wi,71.51819364012155,9
1053,2019,wi,71.16846590775818,10
1054,2019,wi,70.74025212663264,11
1055,2019,wi,70.22,12
1056,2020,wi,69.60156756241413,1
1057,2020,wi,68.90845417362405,2
1058,2020,wi,68.17156952467755,3
1059,2020,wi,67.42182330662233,4
1060,2020,wi,66.69012521050617,5
1061,2020,wi,66.00738492737689,6
1062,2020,wi,65.40451214828222,7
1063,2020,wi,64.91241656426993,8
1064,2020,wi,64.5620078663878,9
1065,2020,wi,64.38419574568358,10
1066,2020,wi,64.40988989320506,11
1067,2020,wi,64.67,12
1068,2021,wi,65.18596417514495,1
1069,2021,wi,65.9413341998316,2
1070,2021,wi,66.91019027328048,3
1071,2021,wi,68.06661259471203,4
1072,2021,wi,69.38468136334677,5
1073,2021,wi,70.83847677840515,6
1074,2021,wi,72.4020790391077,7
1075,2021,wi,74.04956834467492,8
1076,2021,wi,75.75502489432728,9
1077,2021,wi,77.49252888728523,10
1078,2021,wi,79.23616052276931,11
1079,2021,wi,80.96,12
1080,2012,ak,82.64202559270944,1
1081,2012,ak,84.2758078726764,2
1082,2012,ak,85.85881548619139,3
1083,2012,ak,87.38851707954485,4
1084,2012,ak,88.86238129902726,5
1085,2012,ak,90.27787679092903,6
1086,2012,ak,91.63247220154066,7
1087,2012,ak,92.92363617715257,8
1088,2012,ak,94.14883736405531,9
1089,2012,ak,95.30554440853922,10
1090,2012,ak,96.39122595689484,11
1091,2012,ak,97.4033506554126,12
1092,2013,ak,98.33938715038295,1
1093,2013,ak,99.19680408809636,2
1094,2013,ak,99.97307011484331,3
1095,2013,ak,100.66565387691419,4
1096,2013,ak,101.27202402059957,5
1097,2013,ak,101.78964919218983,6
1098,2013,ak,102.21599803797545,7
1099,2013,ak,102.54853920424688,8
1100,2013,ak,102.7847413372946,9
1101,2013,ak,102.92207308340903,10
1102,2013,ak,102.95800308888072,11
1103,2013,ak,102.89,12
1104,2014,ak,102.71897241165483,1
1105,2014,ak,102.4595887131227,2
1106,2014,ak,102.12995724227852,3
1107,2014,ak,101.7481863369972,4
1108,2014,ak,101.33238433515363,5
1109,2014,ak,100.90065957462284,6
1110,2014,ak,100.47112039327963,7
1111,2014,ak,100.06187512899893,8
1112,2014,ak,99.69103211965572,9
1113,2014,ak,99.37669970312487,10
1114,2014,ak,99.13698621728132,11
1115,2014,ak,98.99,12
1116,2015,ak,98.9473098478786,1
1117,2015,ak,98.99432639240626,2
1118,2015,ak,99.10992072379489,3
1119,2015,ak,99.27296393225633,4
1120,2015,ak,99.46232710800254,5
1121,2015,ak,99.65688134124545,6
1122,2015,ak,99.83549772219693,7
1123,2015,ak,99.97704734106892,8
1124,2015,ak,100.06040128807332,9
1125,2015,ak,100.064430653422,10
1126,2015,ak,99.9680065273269,11
1127,2015,ak,99.75,12
1128,2016,ak,99.39732060423809,1
1129,2016,ak,98.92903164317813,2
1130,2016,ak,98.37223486254202,3
1131,2016,ak,97.75403200805158,4
1132,2016,ak,97.10152482542874,5
1133,2016,ak,96.44181506039538,6
1134,2016,ak,95.8020044586734,7
1135,2016,ak,95.20919476598466,8
1136,2016,ak,94.69048772805108,9
1137,2016,ak,94.27298509059449,10
1138,2016,ak,93.98378859933683,11
1139,2016,ak,93.85,12
1140,2017,ak,93.88972717961337,1
1141,2017,ak,94.08510259043666,2
1142,2017,ak,94.4092648260371,3
1143,2017,ak,94.83535247998178,4
1144,2017,ak,95.33650414583803,5
1145,2017,ak,95.88585841717301,6
1146,2017,ak,96.45655388755391,7
1147,2017,ak,97.02172915054798,8
1148,2017,ak,97.55452279972243,9
1149,2017,ak,98.02807342864442,10
1150,2017,ak,98.4155196308812,11
1151,2017,ak,98.69,12
1152,2018,ak,98.83136326990093,1
1153,2018,ak,98.84629873581588,2
1154,2018,ak,98.7482058333097,3
1155,2018,ak,98.55048399794721,4
1156,2018,ak,98.26653266529325,5
1157,2018,ak,97.90975127091265,6
1158,2018,ak,97.4935392503702,7
1159,2018,ak,97.03129603923082,8
1160,2018,ak,96.53642107305927,9
1161,2018,ak,96.02231378742039,10
1162,2018,ak,95.50237361787902,11
1163,2018,ak,94.99,12
1164,2019,ak,94.49653496692208,1
1165,2019,ak,94.02509094207964,2
1166,2019,ak,93.57672294648107,3
1167,2019,ak,93.15248600113468,4
1168,2019,ak,92.75343512704879,5
1169,2019,ak,92.38062534523176,6
1170,2019,ak,92.0351116766919,7
1171,2019,ak,91.71794914243755,8
1172,2019,ak,91.4301927634771,9
1173,2019,ak,91.1728975608188,10
1174,2019,ak,90.94711855547102,11
1175,2019,ak,90.75391076844211,12
1176,2020,ak,90.59432922074039,1
1177,2020,ak,90.46942893337419,2
1178,2020,ak,90.38026492735187,3
1179,2020,ak,90.32789222368172,4
1180,2020,ak,90.31336584337213,5
1181,2020,ak,90.33774080743139,6
1182,2020,ak,90.40207213686787,7
1183,2020,ak,90.50741485268988,8
1184,2020,ak,90.65482397590576,9
1185,2020,ak,90.84535452752384,10
1186,2020,ak,91.0800615285525,11
1187,2020,ak,91.36,12
1188,2021,ak,91.68250890732087,1
1189,2021,ak,92.0300629937541,2
1190,2021,ak,92.38142094698485,3
1191,2021,ak,92.71534145469825,4
1192,2021,ak,93.01058320457948,5
1193,2021,ak,93.2459048843137,6
1194,2021,ak,93.40006518158604,7
1195,2021,ak,93.45182278408166,8
1196,2021,ak,93.37993637948571,9
1197,2021,ak,93.16316465548334,10
1198,2021,ak,92.78026629975972,11
1199,2021,ak,92.21,12
1200,2012,co,91.44059766895558,1
1201,2012,co,90.49818411964308,2
1202,2012,co,89.41835739014533,3
1203,2012,co,88.23671551854515,4
1204,2012,co,86.98885654292546,5
1205,2012,co,85.71037850136908,6
1206,2012,co,84.43687943195884,7
1207,2012,co,83.20395737277764,8
1208,2012,co,82.0472103619083,9
1209,2012,co,81.00223643743365,10
1210,2012,co,80.1046336374366,11
1211,2012,co,79.39,12
1212,2013,co,78.88420921315303,1
1213,2013,co,78.5742375647106,2
1214,2013,co,78.43733699243386,3
1215,2013,co,78.45075943408403,4
1216,2013,co,78.59175682742233,5
1217,2013,co,78.83758111020998,6
1218,2013,co,79.16548422020819,7
1219,2013,co,79.55271809517818,8
1220,2013,co,79.97653467288113,9
1221,2013,co,80.41418589107826,10
1222,2013,co,80.84292368753081,11
1223,2013,co,81.24,12
1224,2014,co,81.58662797843216,1
1225,2014,co,81.87986562151448,2
1226,2014,co,82.12073214011923,3
1227,2014,co,82.31024674511869,4
1228,2014,co,82.44942864738515,5
1229,2014,co,82.53929705779095,6
1230,2014,co,82.58087118720836,7
1231,2014,co,82.57517024650967,8
1232,2014,co,82.52321344656723,9
1233,2014,co,82.42601999825322,10
1234,2014,co,82.28460911244005,11
1235,2014,co,82.1,12
1236,2015,co,81.87419785459967,1
1237,2015,co,81.61315180108326,2
1238,2015,co,81.32379694708922,3
1239,2015,co,81.01306840025605,4
1240,2015,co,80.68790126822218,5
1241,2015,co,80.35523065862617,6
1242,2015,co,80.02199167910649,7
1243,2015,co,79.69511943730163,8
1244,2015,co,79.38154904085008,9
1245,2015,co,79.08821559739026,10
1246,2015,co,78.82205421456075,11
1247,2015,co,78.59,12
1248,2016,co,78.39770907539126,1
1249,2016,co,78.24572161859687,2
1250,2016,co,78.13329882152391,3
1251,2016,co,78.05970187607943,4
1252,2016,co,78.02419197417053,5
1253,2016,co,78.02603030770433,6
1254,2016,co,78.06447806858787,7
1255,2016,co,78.13879644872827,8
1256,2016,co,78.2482466400326,9
1257,2016,co,78.39208983440794,10
1258,2016,co,78.56958722376136,11
1259,2016,co,78.78,12
1260,2017,co,79.0220723253167,1
1261,2017,co,79.29248024304776,2
1262,2017,co,79.58738276681521,3
1263,2017,co,79.90293891024109,4
1264,2017,co,80.23530768694748,5
1265,2017,co,80.58064811055648,6
1266,2017,co,80.9351191946901,7
1267,2017,co,81.29487995297045,8
1268,2017,co,81.65608939901954,9
1269,2017,co,82.01490654645943,10
1270,2017,co,82.36749040891223,11
1271,2017,co,82.71,12
1272,2018,co,83.03717870667518,1
1273,2018,co,83.33810740921206,2
1274,2018,co,83.60045136121529,3
1275,2018,co,83.81187581628953,4
1276,2018,co,83.96004602803943,5
1277,2018,co,84.0326272500697,6
1278,2018,co,84.01728473598497,7
1279,2018,co,83.90168373938995,8
1280,2018,co,83.67348951388927,9
1281,2018,co,83.3203673130876,10
1282,2018,co,82.82998239058962,11
1283,2018,co,82.19,12
1284,2019,co,81.3952429405751,1
1285,2019,co,80.46916419417805,2
1286,2019,co,79.44237428832368,3
1287,2019,co,78.34548375052677,4
1288,2019,co,77.20910310830217,5
1289,2019,co,76.06384288916473,6
1290,2019,co,74.94031362062925,7
1291,2019,co,73.86912583021054,8
1292,2019,co,72.88089004542346,9
1293,2019,co,72.00621679378277,10
1294,2019,co,71.27571660280334,11
1295,2019,co,70.72,12
1296,2020,co,70.36069212361701,1
1297,2020,co,70.18347655481651,2
1298,2020,co,70.16505148549011,3
1299,2020,co,70.28211510752939,4
1300,2020,co,70.51136561282593,5
1301,2020,co,70.82950119327138,6
1302,2020,co,71.2132200407573,7
1303,2020,co,71.63922034717531,8
1304,2020,co,72.08420030441698,9
1305,2020,co,72.5248581043739,10
1306,2020,co,72.93789193893771,11
1307,2020,co,73.3,12
1308,2021,co,73.59295500014203,1
1309,2021,co,73.81882773470404,2
1310,2021,co,73.98476351971591,3
1311,2021,co,74.09790767120755,4
1312,2021,co,74.16540550520884,5
1313,2021,co,74.1944023377497,6
1314,2021,co,74.19204348486001,7
1315,2021,co,74.16547426256967,8
1316,2021,co,74.12183998690863,9
1317,2021,co,74.06828597390673,10
1318,2021,co,74.01195753959388,11
1319,2021,co,73.96,12
1320,2012,ky,73.91826342010178,1
1321,2012,ky,73.88741686066314,2
1322,2012,ky,73.86683413139482,3
1323,2012,ky,73.85588904200753,4
1324,2012,ky,73.85395540221201,5
1325,2012,ky,73.86040702171897,6
1326,2012,ky,73.87461771023914,7
1327,2012,ky,73.89596127748328,8
1328,2012,ky,73.92381153316204,9
1329,2012,ky,73.9575422869862,10
1330,2012,ky,73.99652734866648,11
1331,2012,ky,74.0401405279136,12
1332,2013,ky,74.08775563443825,1
1333,2013,ky,74.1387464779512,2
1334,2013,ky,74.19248686816316,3
1335,2013,ky,74.24835061478487,4
1336,2013,ky,74.30571152752704,5
1337,2013,ky,74.3639434161004,6
1338,2013,ky,74.42242009021568,7
1339,2013,ky,74.48051535958359,8
1340,2013,ky,74.53760303391486,9
1341,2013,ky,74.59305692292021,10
1342,2013,ky,74.64625083631037,11
1343,2013,ky,74.6965585837961,12
1344,2014,ky,74.74335397508807,1
1345,2014,ky,74.78601081989703,2
1346,2014,ky,74.82390292793372,3
1347,2014,ky,74.85640410890883,4
1348,2014,ky,74.88288817253311,5
1349,2014,ky,74.90272892851729,6
1350,2014,ky,74.91530018657207,7
1351,2014,ky,74.91997575640818,8
1352,2014,ky,74.91612944773637,9
1353,2014,ky,74.90313507026734,10
1354,2014,ky,74.88036643371186,11
1355,2014,ky,74.84719734778058,12
1356,2015,ky,74.80300162218427,1
1357,2015,ky,74.74715306663367,2
1358,2015,ky,74.67902549083946,3
1359,2015,ky,74.59799270451241,4
1360,2015,ky,74.5034285173632,5
1361,2015,ky,74.39470673910262,6
1362,2015,ky,74.27120117944132,7
1363,2015,ky,74.13228564809006,8
1364,2015,ky,73.97733395475959,9
1365,2015,ky,73.80571990916059,10
1366,2015,ky,73.61681732100382,11
1367,2015,ky,73.41,12
1368,2016,ky,73.18609840532709,1
1369,2016,ky,72.95176959403207,2
1370,2016,ky,72.71512727262923,3
1371,2016,ky,72.48428514763273,4
1372,2016,ky,72.26735692555691,5
1373,2016,ky,72.07245631291595,6
1374,2016,ky,71.9076970162241,7
1375,2016,ky,71.78119274199561,8
1376,2016,ky,71.7010571967447,9
1377,2016,ky,71.67540408698564,10
1378,2016,ky,71.71234711923265,11
1379,2016,ky,71.82,12
1380,2017,ky,72.00228049140085,1
1381,2017,ky,72.24632257794435,2
1382,2017,ky,72.53506429973858,3
1383,2017,ky,72.85144369689156,4
1384,2017,ky,73.17839880951138,5
1385,2017,ky,73.49886767770614,6
1386,2017,ky,73.79578834158389,7
1387,2017,ky,74.0520988412527,8
1388,2017,ky,74.25073721682065,9
1389,2017,ky,74.37464150839577,10
1390,2017,ky,74.40674975608621,11
1391,2017,ky,74.33,12
1392,2018,ky,74.13264999943979,1
1393,2018,ky,73.82423639048673,2
1394,2018,ky,73.41961552841647,3
1395,2018,ky,72.93364376850471,4
1396,2018,ky,72.38117746602713,5
1397,2018,ky,71.77707297625948,6
1398,2018,ky,71.13618665447738,7
1399,2018,ky,70.47337485595658,8
1400,2018,ky,69.80349393597275,9
1401,2018,ky,69.14140024980156,10
1402,2018,ky,68.50195015271875,11
1403,2018,ky,67.9,12
1404,2019,ky,67.34788339972879,1
1405,2019,ky,66.84784297121983,2
1406,2019,ky,66.39959858659559,3
1407,2019,ky,66.00287011797855,4
1408,2019,ky,65.65737743749119,5
1409,2019,ky,65.36284041725602,6
1410,2019,ky,65.11897892939551,7
1411,2019,ky,64.92551284603218,8
1412,2019,ky,64.78216203928847,9
1413,2019,ky,64.68864638128686,10
1414,2019,ky,64.64468574414988,11
1415,2019,ky,64.65,12
1416,2020,ky,64.70330482757093,1
1417,2020,ky,64.79929913204138,2
1418,2020,ky,64.93167762520125,3
1419,2020,ky,65.09413501884045,4
1420,2020,ky,65.28036602474886,5
1421,2020,ky,65.48406535471649,6
1422,2020,ky,65.69892772053318,7
1423,2020,ky,65.91864783398887,8
1424,2020,ky,66.1369204068735,9
1425,2020,ky,66.34744015097692,10
1426,2020,ky,66.54390177808912,11
1427,2020,ky,66.72,12
1428,2021,ky,66.87098641035779,1
1429,2021,ky,66.99834013024424,2
1430,2021,ky,67.10509716259945,3
1431,2021,ky,67.19429351036344,4
1432,2021,ky,67.26896517647626,5
1433,2021,ky,67.33214816387803,6
1434,2021,ky,67.3868784755088,7
1435,2021,ky,67.43619211430864,8
1436,2021,ky,67.4831250832176,9
1437,2021,ky,67.53071338517577,10
1438,2021,ky,67.5819930231232,11
1439,2021,ky,67.64,12
1440,2012,ok,67.70716481506614,1
1441,2012,ok,67.7834959528614,2
1442,2012,ok,67.86839639424547,3
1443,2012,ok,67.96126912007806,4
1444,2012,ok,68.06151711121888,5
1445,2012,ok,68.1685433485276,6
1446,2012,ok,68.28175081286396,7
1447,2012,ok,68.40054248508766,8
1448,2012,ok,68.52432134605839,9
1449,2012,ok,68.65249037663585,10
1450,2012,ok,68.78445255767973,11
1451,2012,ok,68.91961087004977,12
1452,2013,ok,69.05736829460567,1
1453,2013,ok,69.19712781220709,2
1454,2013,ok,69.33829240371378,3
1455,2013,ok,69.48026504998542,4
1456,2013,ok,69.6224487318817,5
1457,2013,ok,69.76424643026233,6
1458,2013,ok,69.90506112598703,7
1459,2013,ok,70.04429579991552,8
1460,2013,ok,70.18135343290741,9
1461,2013,ok,70.31563700582251,10
1462,2013,ok,70.44654949952049,11
1463,2013,ok,70.57349389486102,12
1464,2014,ok,70.69587317270384,1
1465,2014,ok,70.81309031390865,2
1466,2014,ok,70.92454829933513,3
1467,2014,ok,71.02965010984299,4
1468,2014,ok,71.12779872629193,5
1469,2014,ok,71.21839712954166,6
1470,2014,ok,71.30084830045189,7
1471,2014,ok,71.3745552198823,8
1472,2014,ok,71.43892086869262,9
1473,2014,ok,71.49334822774254,10
1474,2014,ok,71.53724027789175,11
1475,2014,ok,71.57,12
1476,2015,ok,71.59037211097377,1
1477,2015,ok,71.59446827190712,2
1478,2015,ok,71.57774187994083,3
1479,2015,ok,71.53564633221579,4
1480,2015,ok,71.46363502587278,5
1481,2015,ok,71.3571613580527,6
1482,2015,ok,71.21167872589632,7
1483,2015,ok,71.02264052654455,8
1484,2015,ok,70.7855001571382,9
1485,2015,ok,70.49571101481808,10
1486,2015,ok,70.14872649672508,11
1487,2015,ok,69.74,12
1488,2016,ok,69.26887123875979,1
1489,2016,ok,68.75022519502593,2
1490,2016,ok,68.20283316779599,3
1491,2016,ok,67.64546645606748,4
1492,2016,ok,67.09689635883801,5
1493,2016,ok,66.57589417510515,6
1494,2016,ok,66.10123120386642,7
1495,2016,ok,65.69167874411944,8
1496,2016,ok,65.36600809486174,9
1497,2016,ok,65.14299055509088,10
1498,2016,ok,65.04139742380444,11
1499,2016,ok,65.08,12
1500,2017,ok,65.27023089694994,1
1501,2017,ok,65.5941679850261,2
1502,2017,ok,66.0265504488752,3
1503,2017,ok,66.54211747314388,4
1504,2017,ok,67.1156082424788,5
1505,2017,ok,67.72176194152668,6
1506,2017,ok,68.3353177549342,7
1507,2017,ok,68.93101486734803,8
1508,2017,ok,69.48359246341484,9
1509,2017,ok,69.96778972778131,10
1510,2017,ok,70.35834584509414,11
1511,2017,ok,70.63,12
1512,2018,ok,70.76402461788484,1
1513,2018,ok,70.76782508709181,2
1514,2018,ok,70.65534003670322,3
1515,2018,ok,70.44050809580149,4
1516,2018,ok,70.13726789346897,5
1517,2018,ok,69.7595580587881,6
1518,2018,ok,69.32131722084121,7
1519,2018,ok,68.83648400871071,8
1520,2018,ok,68.31899705147895,9
1521,2018,ok,67.7827949782283,10
1522,2018,ok,67.2418164180412,11
1523,2018,ok,66.71,12
1524,2019,ok,66.1996197055847,1
1525,2019,ok,65.71629092586593,2
1526,2019,ok,65.26396440431193,3
1527,2019,ok,64.84659088439093,4
1528,2019,ok,64.46812110957116,5
1529,2019,ok,64.13250582332088,6
1530,2019,ok,63.843695769108336,7
1531,2019,ok,63.60564169040177,8
1532,2019,ok,63.422294330669416,9
1533,2019,ok,63.29760443337949,10
1534,2019,ok,63.23552274200027,11
1535,2019,ok,63.24,12
1536,2020,ok,63.311721096813336,1
1537,2020,ok,63.438307505740724,2
1538,2020,ok,63.60411484604906,3
1539,2020,ok,63.79349873700517,4
1540,2020,ok,63.99081479787596,5
1541,2020,ok,64.18041864792832,6
1542,2020,ok,64.3466659064291,7
1543,2020,ok,64.47391219264519,8
1544,2020,ok,64.54651312584345,9
1545,2020,ok,64.54882432529074,10
1546,2020,ok,64.46520141025395,11
1547,2020,ok,64.28,12
1548,2021,ok,63.98693340716192,1
1549,2021,ok,63.61714571783779,2
1550,2021,ok,63.21113871149187,3
1551,2021,ok,62.80941416758837,4
1552,2021,ok,62.4524738655916,5
1553,2021,ok,62.1808195849658,6
1554,2021,ok,62.034953105175234,7
1555,2021,ok,62.05537620568417,8
1556,2021,ok,62.28259066595685,9
1557,2021,ok,62.757098265457536,10
1558,2021,ok,63.5194007836505,11
1559,2021,ok,64.61,12
1560,2012,fl,66.05314944120558,1
1561,2012,fl,67.80810962290806,2
1562,2012,fl,69.81789280798351,3
1563,2012,fl,72.025511259308,4
1564,2012,fl,74.37397723975761,5
1565,2012,fl,76.80630301220845,6
1566,2012,fl,79.2655008395366,7
1567,2012,fl,81.69458298461815,8
