,Year,USstate,Cost of Living Index
0,2012,MA,106.8
1,2012,HI,103.46
2,2012,CA,102.52
3,2012,WA,101.04
4,2012,NY,100.0
5,2012,AZ,98.57
6,2012,DC,98.19
7,2012,OH,94.03
8,2012,CT,92.9
9,2012,IN,92.5
10,2012,MN,90.26
11,2012,FL,89.97
12,2012,MD,88.99
13,2012,PA,88.36
14,2012,TX,87.62
15,2012,IL,85.41
16,2012,MI,79.72
17,2012,CO,79.39
18,2012,OR,77.22
19,2012,IA,75.45
20,2012,NV,73.98
